Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
3005,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3006,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3007,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3008,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3009,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3010,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3011,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3012,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3013,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3014,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3015,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3016,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3017,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3018,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3019,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3020,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3021,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3022,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3023,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3024,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3025,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3026,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3027,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3028,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3029,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3030,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3031,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3032,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3033,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3034,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3035,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3036,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3037,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3038,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3039,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3040,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3041,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3042,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3043,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3044,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3045,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3046,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3047,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3048,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3049,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3050,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3051,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3052,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3053,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3054,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3055,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3056,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3057,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3058,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3059,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3060,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3061,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3062,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3063,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3064,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3065,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3066,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3067,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3068,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3069,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3070,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3071,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3072,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3073,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3074,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3075,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3076,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3077,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3078,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3079,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3080,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3081,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3082,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3083,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3084,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3085,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3086,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3087,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3088,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3089,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
3090,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3091,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3092,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3093,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3094,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,NULL
3095,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3096,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3097,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3098,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3099,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
3100,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3101,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Built-up
3102,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3103,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
3104,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
3105,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Built-up
3106,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
3107,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3108,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
3109,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
3110,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
3111,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
3112,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
3113,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3114,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3115,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
3116,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3117,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3118,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3119,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3120,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3121,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3122,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3123,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
3124,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3125,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3126,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3127,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3128,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3129,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3130,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3131,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
3132,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3133,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3134,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3135,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3136,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3137,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
3138,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3139,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3140,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3141,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
3142,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
3143,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Water
3144,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Forest
3145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3154,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3156,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3161,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3162,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3163,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,NULL
3164,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3165,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3166,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3167,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3168,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3169,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3170,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3171,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3172,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3173,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3174,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3175,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3176,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3177,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3178,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3179,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3180,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3181,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3182,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3183,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3184,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3185,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3186,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3187,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3188,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3189,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3190,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3191,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3192,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3193,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3194,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3195,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3196,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3197,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3198,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3199,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3201,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3202,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3203,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3204,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3205,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3206,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3207,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3208,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3209,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3210,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3211,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3212,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3213,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3214,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3215,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
3216,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3217,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3218,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3219,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
3220,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3221,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
3222,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3223,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3224,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3225,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3226,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3227,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3228,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3229,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3230,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3231,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3232,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3233,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3234,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3235,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3236,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3237,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3238,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3239,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3240,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3241,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3242,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3243,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3244,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3245,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3246,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3247,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3248,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3249,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
3250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3251,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
3252,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3253,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3254,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3255,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3256,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3257,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3258,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3259,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3260,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3261,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3262,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3263,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3264,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3265,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3266,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3267,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3268,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3269,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3270,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3271,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3272,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3273,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3274,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3275,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3276,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3277,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3278,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3279,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3280,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
3281,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3283,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3284,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3285,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3286,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3287,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3288,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3289,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
3290,NULL,Built-up,Water,Water,Water,Grassland,Water,Grassland
3291,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3292,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3294,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3295,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3296,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3297,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3298,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3299,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3300,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3301,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3302,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3303,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3304,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3305,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3306,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
3307,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3308,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3309,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3310,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3311,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3312,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
3313,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3314,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3315,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3316,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3317,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3318,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3319,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3320,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3321,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
