Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R
1087,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1088,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1089,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1090,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1091,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1092,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1093,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1094,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1095,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1096,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1097,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1098,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1099,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1100,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1101,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1102,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1103,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1104,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1105,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1106,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1107,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1108,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1109,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1110,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1111,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1113,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1114,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1115,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1116,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1118,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1121,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1122,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1124,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1125,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1126,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1127,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1128,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1129,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1130,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1131,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1132,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1133,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1134,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1135,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1136,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1137,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1138,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1139,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1140,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1141,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1142,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1143,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1145,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1146,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1147,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1149,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1150,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1151,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1152,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1153,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1154,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1155,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1156,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1157,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1158,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1159,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
1160,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1161,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1162,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1163,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1164,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1165,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1166,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1167,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1168,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1169,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1170,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1171,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1172,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1173,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1174,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1175,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1176,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1177,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1178,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1179,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1180,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1181,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1182,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1183,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1184,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1185,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1186,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1187,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1188,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1189,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1190,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1191,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1192,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1193,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1194,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1195,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1196,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1197,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1198,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1199,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1200,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1201,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1202,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1203,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1204,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1206,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1207,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1208,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1209,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1210,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1211,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1212,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1213,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1214,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1215,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1216,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1217,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1218,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1219,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1220,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1221,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1222,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1223,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1224,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
1225,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1226,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1227,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1228,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1229,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1230,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1231,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1232,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1233,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1234,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1235,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1236,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1237,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1238,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1239,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1240,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1241,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
1242,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1243,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1244,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1245,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1246,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1247,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1248,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1249,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1250,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
1251,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1252,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1253,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1254,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1255,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1256,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1257,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
1258,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1259,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1260,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1261,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1262,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1263,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
1264,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1265,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1266,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1267,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1268,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1269,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1270,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1271,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1272,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1273,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1274,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1275,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
1276,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1277,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1278,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
1279,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
1280,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1281,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
1282,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1283,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1284,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1285,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1286,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
1287,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1288,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1289,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1290,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1291,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1292,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1293,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
1294,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1295,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1296,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1297,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
1298,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1299,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1300,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1301,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1302,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1303,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1304,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1305,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1306,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1307,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1308,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1309,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1310,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1311,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1312,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1313,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1314,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1315,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1316,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1317,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1318,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1319,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1320,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1321,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1322,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1323,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1324,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1325,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1326,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1327,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1328,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1329,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1330,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1331,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1332,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1333,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1334,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1335,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1336,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1337,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1338,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1339,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1340,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1341,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1342,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1343,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1344,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1345,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1346,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1348,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1349,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1350,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1351,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1352,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1353,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1354,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1355,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1356,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1357,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1358,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1359,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1360,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1361,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1362,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1363,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1364,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1365,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1366,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1367,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1368,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1369,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1370,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1371,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1372,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1373,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1374,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1375,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1376,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
1377,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1378,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1379,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1380,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1381,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1382,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1383,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1384,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1385,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1386,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1387,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1388,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1389,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1390,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1391,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1392,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1393,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1394,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1395,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1396,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1397,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1398,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1399,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
1400,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1401,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1402,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1403,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1404,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1405,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1406,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1407,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
1408,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1409,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
1410,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1411,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1412,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1413,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
1414,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1415,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
1416,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
