Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
337,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
348,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
370,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
377,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
379,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
380,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
382,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
383,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
384,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
386,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
387,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
388,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
389,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
390,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
391,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
393,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
394,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
398,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
399,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
401,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
402,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
403,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
404,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
405,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
407,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
408,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
409,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
410,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
412,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
421,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
424,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
425,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
430,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
431,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
434,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
435,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
438,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
440,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
441,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
442,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
443,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
444,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
445,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
446,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
447,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
448,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
450,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
451,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
452,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
453,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
455,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
456,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
457,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
458,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
459,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
460,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
461,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
463,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
464,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
465,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
467,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
470,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
471,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
472,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
473,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
474,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
475,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
476,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
477,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
478,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
479,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
480,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
481,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
482,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
483,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
484,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
485,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
486,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
487,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
488,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
489,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
490,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
491,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
492,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
493,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
494,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
495,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
496,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
497,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
498,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
499,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
500,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
501,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
502,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
503,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
504,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
505,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
506,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
507,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
508,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
509,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
510,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
511,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
512,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
513,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
514,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
515,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
516,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
517,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
518,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
519,NULL,Wetland,Wetland,Water,Wetland,Built-up,Wetland,Wetland
520,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
521,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
522,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
523,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
524,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
525,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
526,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
527,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
528,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
531,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
532,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
533,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
534,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
535,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
537,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
538,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
539,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
540,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
541,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
543,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
544,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
545,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
547,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
551,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
552,NULL,Wetland,Water,NULL,Water,Wetland,Water,Water
553,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
554,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
555,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
556,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
557,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
558,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
559,NULL,Wetland,Water,Water,Water,Grassland,Water,Grassland
560,NULL,Wetland,Water,Water,Water,Grassland,Water,Wetland
561,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
562,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
563,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
564,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
565,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
566,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
567,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
568,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
569,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
570,NULL,Wetland,Water,Water,Water,Water,Water,Water
571,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
572,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
576,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
577,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
578,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
579,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
580,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
581,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
582,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
583,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
584,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
585,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
586,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
587,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
589,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
590,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
591,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
592,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
594,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
595,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
596,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
597,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
598,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
599,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Built-up,Bareland
600,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
601,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
602,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
603,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
604,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
605,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
606,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
607,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
608,NULL,Bareland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
609,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,Water
610,NULL,Bareland,Wetland,Water,Wetland,Built-up,Water,Wetland
611,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
612,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
613,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
614,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
615,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
616,NULL,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
617,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
618,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
619,NULL,Bareland,Water,Water,Water,Water,Water,Water
620,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
621,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
623,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
625,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
627,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
629,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
630,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
631,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
632,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
633,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
634,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
635,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
636,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
637,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
638,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
639,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
640,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
641,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
644,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
645,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
646,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
647,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
648,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
649,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
650,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
651,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
653,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
654,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
655,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
656,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
657,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
658,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
659,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
660,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
661,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
662,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
663,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
664,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
665,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
666,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
667,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
668,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
669,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
670,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
671,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
672,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
673,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
674,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
675,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
676,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
677,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
