Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNR_M_R
2753,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2754,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2755,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2756,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2757,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2758,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2759,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2760,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2761,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
2762,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2763,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
2764,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
2765,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2766,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2767,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2768,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2769,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2770,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2771,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2772,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Built-up
2773,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2774,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
2775,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2776,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2777,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2778,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2779,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2780,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2781,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2782,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2783,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2784,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2785,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2786,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2787,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2788,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2789,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2790,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2791,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2792,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2793,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2794,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2795,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2796,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2797,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2798,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2799,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2800,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
2801,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2802,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2803,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2804,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2805,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
2806,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2807,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2808,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
2809,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2810,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2811,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
2812,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2813,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2814,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2815,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
2816,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2817,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2818,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2819,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2820,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2821,NULL,Wetland,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
2822,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2823,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2824,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2825,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2826,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2827,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2828,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2829,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2830,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2831,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2832,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2833,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2834,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2835,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2836,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2837,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2838,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2839,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2840,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
2841,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2842,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2843,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2844,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2845,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2846,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2847,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2848,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2849,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2850,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2851,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2852,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2853,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2854,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2855,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
2856,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2857,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2858,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2859,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2860,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2861,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2862,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2863,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2864,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2865,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2866,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
2867,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2868,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2869,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2870,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
2871,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2872,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2873,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2874,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2875,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2876,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2877,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
2878,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
2879,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Cropland
2880,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2881,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2882,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2883,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2884,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2885,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2886,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Built-up
2887,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2888,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
2889,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2890,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2891,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2892,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2893,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2894,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2895,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2896,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
2897,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2898,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2899,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2900,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
2901,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2902,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2903,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2904,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2905,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2906,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
2907,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2908,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Cropland
2909,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2910,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2911,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2912,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Forest,Grassland
2913,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2914,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2915,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2916,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2917,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2918,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
2919,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2920,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2921,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2922,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2923,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2924,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2925,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2926,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2927,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Cropland
2928,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2929,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2930,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2931,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2932,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2933,NULL,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2934,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2935,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
2936,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2937,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
2938,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2939,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2940,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2941,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2942,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2943,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
2944,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2945,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,NULL
2946,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2947,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
2948,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
2949,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
2950,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2951,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2952,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2953,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2954,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2955,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2956,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,NULL
2957,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
2958,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2959,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
2960,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2961,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2962,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2963,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2964,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2965,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
2966,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
2967,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2968,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2969,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2970,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
2971,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2972,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2973,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2974,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2975,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
2976,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2977,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2978,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
2979,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2980,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2981,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
2982,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2983,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
2984,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2985,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2986,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
2987,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2988,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2989,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2990,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
2991,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2992,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2993,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2994,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2995,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2996,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2997,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2998,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2999,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
3000,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3001,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
3002,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3003,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3004,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
3005,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3006,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3007,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3008,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3009,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
3010,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up,Built-up,NULL
3011,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3012,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3013,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
3014,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3015,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3016,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3017,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
3018,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3019,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
3020,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3021,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3022,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3023,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,NULL
3024,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3025,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
3026,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3027,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3028,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
3029,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3030,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
3031,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
3032,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3033,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Cropland
3034,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3035,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3036,NULL,Wetland,Wetland,Water,Wetland,Grassland,Built-up,Grassland
3037,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3038,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
3039,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3040,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
3041,NULL,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
3042,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
3043,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3044,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
3045,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3046,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
3047,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
3048,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3049,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
3050,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3051,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3052,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3053,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3054,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
3055,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3056,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3057,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
3058,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
3059,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3060,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Cropland
3061,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
3062,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3063,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
3064,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3065,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3066,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3067,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3068,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3069,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,NULL
3070,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3071,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Cropland
3072,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3073,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3074,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
3075,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3076,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
3077,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
3078,NULL,Wetland,Wetland,Water,Wetland,Forest,Grassland,NULL
3079,NULL,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
3080,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3081,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3082,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3083,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
