Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
1962,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1963,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1964,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1981,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1982,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1983,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1984,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1985,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1986,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1988,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
1989,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1990,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1991,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1992,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1993,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1994,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1995,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
1996,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1997,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1998,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1999,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
2000,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
2001,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
2002,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
2003,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2004,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2005,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
2006,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
2007,NULL,Cropland,Water,NULL,Water,NULL,Water,Forest
2008,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2009,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Water
2010,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
2011,NULL,Cropland,Water,NULL,Water,Wetland,Water,Grassland
2012,NULL,Cropland,Water,NULL,Water,Wetland,Water,Water
2013,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2014,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
2015,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Wetland
2016,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Water
2017,NULL,Cropland,Water,NULL,Water,Water,Water,Water
2018,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2019,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2020,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
2021,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
2022,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2023,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
2024,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Water
2025,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2026,NULL,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
2027,NULL,Cropland,Water,Non_Water,Water,Wetland,Water,Water
2028,NULL,Cropland,Water,Non_Water,Water,Bareland,NULL,Grassland
2029,NULL,Cropland,Water,Non_Water,Water,Bareland,NULL,Cropland
2030,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Cropland
2031,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
2032,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
2033,NULL,Cropland,Water,Water,Water,NULL,Grassland,Grassland
2034,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
2035,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
2036,NULL,Cropland,Water,Water,Water,Wetland,Water,Wetland
2037,NULL,Cropland,Water,Water,Water,Wetland,Water,Water
2038,NULL,Cropland,Water,Water,Water,Water,NULL,Grassland
2039,NULL,Cropland,Water,Water,Water,Water,Wetland,Wetland
2040,NULL,Cropland,Water,Water,Water,Water,Wetland,Water
2041,NULL,Cropland,Water,Water,Water,Water,Water,Water
2042,NULL,Cropland,Water,Water,Water,Forest,Wetland,Water
2043,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2044,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2045,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2046,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2047,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2048,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2049,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2050,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2051,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2052,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2053,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2054,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2055,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2056,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2057,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2058,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2059,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
2060,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2061,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2062,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2063,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2064,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2065,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2066,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2067,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2068,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2069,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2070,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2071,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2072,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2073,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2074,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2075,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2076,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2077,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2078,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2079,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2080,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2081,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2082,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2083,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2084,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2085,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2086,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
2087,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2088,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2089,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2090,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2091,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2092,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
2093,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2094,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2095,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2096,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2097,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2098,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2099,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2100,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2101,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2102,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2103,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2104,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2105,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2106,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2107,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2108,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2109,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2110,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2111,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2112,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2113,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2114,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2115,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2116,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2117,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2118,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2119,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2120,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2121,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2122,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
2123,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2124,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2125,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2126,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2127,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2128,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2129,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
2130,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2131,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,NULL
2132,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2133,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2134,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2135,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2136,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2137,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2138,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2139,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2140,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2141,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2142,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2143,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2144,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2145,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2146,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2147,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2148,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2149,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2150,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2151,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2152,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2153,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2154,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2155,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2156,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2157,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2158,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2159,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2160,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2161,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2162,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2163,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2164,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2165,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2166,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2167,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2168,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2169,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2170,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2171,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2172,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2173,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2174,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2175,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2176,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
2177,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
2178,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2179,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2180,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
2181,NULL,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2182,NULL,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
2183,NULL,Cropland,Forest,Water,Non_Wetland,Water,Bareland,Water
2184,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
2185,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2186,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2187,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2188,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2189,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2190,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2191,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2192,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2193,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2194,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2195,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
2196,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2197,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2198,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2199,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2200,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2201,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2202,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2203,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2204,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2205,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2206,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2207,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2208,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2209,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2210,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2211,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2212,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2213,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2214,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2215,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2216,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2217,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2218,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2219,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
2220,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2221,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2222,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2223,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2224,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2225,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2226,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2227,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2228,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2229,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2230,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2231,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2232,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2233,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2234,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2235,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2236,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2237,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2238,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2239,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2240,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
2241,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
2242,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2243,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2244,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2245,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2246,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2247,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2248,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2249,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2250,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2251,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2252,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2253,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2254,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2255,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2256,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2257,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2258,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
2259,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
2260,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2261,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2262,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2263,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2264,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2265,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2266,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2267,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2268,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2269,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2270,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2271,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2272,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2273,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2274,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2275,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2276,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2277,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2278,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2279,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2280,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2281,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2282,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2284,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2285,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2286,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2287,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2288,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2289,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2290,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2291,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
