Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPU_M_R
331,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
332,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
333,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
336,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
337,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
338,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
340,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
342,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
343,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
345,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
346,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
348,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
349,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
350,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
351,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
353,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
354,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
357,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
358,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
360,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
361,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
362,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
363,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
366,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
367,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
369,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
370,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
371,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
372,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
373,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
374,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
375,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Forest
378,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
380,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
383,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
384,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
387,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
389,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
390,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
391,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
392,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
393,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
395,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
396,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
403,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
405,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
408,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
411,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
413,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
415,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
417,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
418,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
419,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
420,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
421,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
423,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
424,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
425,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
426,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
427,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
428,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
429,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
430,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
445,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
451,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
467,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
473,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
474,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
476,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
477,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
479,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
480,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
482,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
484,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
486,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
488,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
489,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
490,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
491,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
492,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
493,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
494,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
495,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
496,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
497,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
498,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
499,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
500,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
501,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
502,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
503,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
504,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
505,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
506,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
507,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
508,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
509,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
510,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
511,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
512,NULL,NULL,Water,Water,Water,Wetland,Water,Water
513,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
514,NULL,NULL,Water,Water,Water,Bareland,Water,Water
515,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
516,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
517,NULL,NULL,Water,Water,Water,Water,Wetland,Water
518,NULL,NULL,Water,Water,Water,Water,Water,Grassland
519,NULL,NULL,Water,Water,Water,Water,Water,Wetland
520,NULL,NULL,Water,Water,Water,Water,Water,Water
521,NULL,NULL,Water,Water,Water,Water,Water,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
552,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
553,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
558,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
559,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
574,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
577,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
579,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
588,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
589,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
590,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
592,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
593,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
594,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
596,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
597,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
598,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
599,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
601,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
602,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
603,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
604,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
605,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
606,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
607,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
616,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
618,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
619,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
621,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
623,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
627,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
629,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
630,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
643,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
646,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
647,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
648,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
649,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
650,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
651,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
652,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
653,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
655,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
656,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Wetland,Wetland
657,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
659,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
660,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
661,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
662,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
663,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
664,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
665,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
666,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
667,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
668,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
669,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
670,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
671,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
672,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
673,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
674,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
675,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
676,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
