Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
2281,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
2282,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
2283,NULL,NULL,Water,NULL,Water,NULL,Water,Bareland
2284,NULL,NULL,Water,NULL,Water,NULL,Water,Water
2285,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
2286,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
2287,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Built-up
2288,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
2289,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
2290,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
2291,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
2292,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
2293,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
2294,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2295,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
2296,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
2297,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
2298,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
2299,NULL,NULL,Water,NULL,Water,Grassland,NULL,Cropland
2300,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
2301,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
2302,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
2303,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Water
2304,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
2305,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2306,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
2307,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2308,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
2309,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
2310,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
2311,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
2312,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
2313,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
2314,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
2315,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
2316,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2317,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2318,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
2319,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
2320,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
2321,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
2322,NULL,NULL,Water,NULL,Water,Water,NULL,Water
2323,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
2324,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
2325,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
2326,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
2327,NULL,NULL,Water,NULL,Water,Water,Water,NULL
2328,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
2329,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
2330,NULL,NULL,Water,NULL,Water,Water,Water,Water
2331,NULL,NULL,Water,NULL,Water,Forest,NULL,Forest
2332,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2333,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2334,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2335,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2336,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2337,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
2338,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2339,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,NULL
2340,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
2341,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Water
2342,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,NULL
2343,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
2344,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
2345,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Bareland
2346,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
2347,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,Grassland
2348,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
2349,NULL,NULL,Water,Non_Water,Water,NULL,Water,Wetland
2350,NULL,NULL,Water,Non_Water,Water,NULL,Water,Bareland
2351,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
2352,NULL,NULL,Water,Non_Water,Water,NULL,Water,Forest
2353,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Forest
2354,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
2355,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
2356,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
2357,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Bareland
2358,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
2359,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
2360,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
2361,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Cropland
2362,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
2363,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Bareland
2364,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,NULL
2365,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
2366,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
2367,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
2368,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Bareland
2369,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Water
2370,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
2371,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Water
2372,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
2373,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2374,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
2375,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2376,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2377,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2378,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
2379,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Bareland
2380,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2381,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
2382,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2383,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
2384,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
2385,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
2386,NULL,NULL,Water,Non_Water,Water,Water,NULL,Bareland
2387,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
2388,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Water
2389,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
2390,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
2391,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
2392,NULL,NULL,Water,Non_Water,Water,Forest,Water,Forest
2393,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
2394,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
2395,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
2396,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
2397,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
2398,NULL,NULL,Water,Water,Water,NULL,NULL,Water
2399,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
2400,NULL,NULL,Water,Water,Water,NULL,Shrubland,NULL
2401,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
2402,NULL,NULL,Water,Water,Water,NULL,Shrubland,Wetland
2403,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
2404,NULL,NULL,Water,Water,Water,NULL,Grassland,NULL
2405,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
2406,NULL,NULL,Water,Water,Water,NULL,Grassland,Cropland
2407,NULL,NULL,Water,Water,Water,NULL,Grassland,Wetland
2408,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
2409,NULL,NULL,Water,Water,Water,NULL,Grassland,Forest
2410,NULL,NULL,Water,Water,Water,NULL,Bareland,Bareland
2411,NULL,NULL,Water,Water,Water,NULL,Water,NULL
2412,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
2413,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
2414,NULL,NULL,Water,Water,Water,NULL,Water,Bareland
2415,NULL,NULL,Water,Water,Water,NULL,Water,Water
2416,NULL,NULL,Water,Water,Water,NULL,Water,Forest
2417,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
2418,NULL,NULL,Water,Water,Water,Shrubland,NULL,Cropland
2419,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
2420,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
2421,NULL,NULL,Water,Water,Water,Shrubland,NULL,Forest
2422,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
2423,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
2424,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Bareland
2425,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
2426,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
2427,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
2428,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
2429,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
2430,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
2431,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
2432,NULL,NULL,Water,Water,Water,Grassland,NULL,Cropland
2433,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
2434,NULL,NULL,Water,Water,Water,Grassland,NULL,Bareland
2435,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
2436,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
2437,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2438,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2439,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2440,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
2441,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
2442,NULL,NULL,Water,Water,Water,Grassland,Water,Water
2443,NULL,NULL,Water,Water,Water,Cropland,Water,Forest
2444,NULL,NULL,Water,Water,Water,Bareland,NULL,NULL
2445,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
2446,NULL,NULL,Water,Water,Water,Bareland,NULL,Bareland
2447,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
2448,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
2449,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
2450,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
2451,NULL,NULL,Water,Water,Water,Bareland,Water,Water
2452,NULL,NULL,Water,Water,Water,Water,NULL,NULL
2453,NULL,NULL,Water,Water,Water,Water,NULL,Cropland
2454,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
2455,NULL,NULL,Water,Water,Water,Water,NULL,Water
2456,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
2457,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
2458,NULL,NULL,Water,Water,Water,Water,Grassland,Water
2459,NULL,NULL,Water,Water,Water,Water,Water,Grassland
2460,NULL,NULL,Water,Water,Water,Water,Water,Wetland
2461,NULL,NULL,Water,Water,Water,Water,Water,Bareland
2462,NULL,NULL,Water,Water,Water,Water,Water,Water
2463,NULL,NULL,Water,Water,Water,Water,Water,Forest
2464,NULL,NULL,Water,Water,Water,Forest,NULL,Water
2465,NULL,NULL,Water,Water,Water,Forest,Shrubland,Water
2466,NULL,NULL,Water,Water,Water,Forest,Water,Forest
2467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2470,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2471,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2472,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2474,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2475,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2476,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2477,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2478,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2479,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2480,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2481,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2482,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2483,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2484,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2485,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2486,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2487,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2488,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2489,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2490,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2491,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2492,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2493,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2494,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2495,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2496,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
2497,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2498,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2499,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2500,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2501,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2502,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2503,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
2504,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2505,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2506,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2507,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2508,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2509,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2510,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2511,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2512,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2513,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2514,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2515,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2516,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2517,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2518,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2519,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2520,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2521,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2522,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2523,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2524,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2546,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2547,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2548,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2551,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2552,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2553,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2554,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
2555,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2556,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2557,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2558,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2571,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2572,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2573,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2574,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2575,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
2576,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2577,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2578,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2579,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2580,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2581,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2582,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2583,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2584,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2585,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2586,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2587,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2588,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2589,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2590,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2591,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2592,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2593,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2594,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2595,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2596,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2597,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2598,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2599,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2600,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2601,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2602,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2603,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2604,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2605,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2606,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2607,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2608,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
2609,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2610,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
2611,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2612,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2613,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2614,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2615,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2616,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2617,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2618,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
2619,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2620,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
2621,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2622,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2623,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2624,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2625,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2626,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
2627,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2628,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2629,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2630,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
2631,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2632,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2633,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2634,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2635,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2636,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2637,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2638,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2639,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2640,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2641,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
