Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
328,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
329,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
331,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
332,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
334,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
335,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
343,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
346,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
350,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
354,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
355,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
356,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
360,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
363,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
366,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
367,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
371,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
372,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
373,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
374,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
375,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
376,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
377,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
378,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
379,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
380,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
381,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
382,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
383,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
384,NULL,NULL,Water,Water,Water,Water,Grassland,Water
385,NULL,NULL,Water,Water,Water,Water,Water,Water
386,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
427,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
435,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
437,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
439,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
440,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
442,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
446,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
448,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
452,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
465,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
468,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
469,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
470,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
473,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
474,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
477,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
478,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
481,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
482,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
483,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
484,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
485,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
486,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
487,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
488,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
489,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
491,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
493,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
494,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
496,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
497,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
498,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
499,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
500,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
501,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
504,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
505,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
506,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
509,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
510,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
511,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
514,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
518,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
519,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
520,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
521,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
524,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
528,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
529,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
531,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
532,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
533,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
534,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
537,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
539,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
540,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
541,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
587,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
589,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
590,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
591,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
592,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
593,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
594,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
595,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
596,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
598,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
600,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
602,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
603,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
604,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
605,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
606,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
607,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
608,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
609,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
610,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
611,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
612,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
613,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
614,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
615,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
616,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
634,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
635,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
636,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
637,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
638,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
639,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
640,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
641,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
642,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
646,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
647,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
648,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
649,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
650,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
651,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
652,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
654,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
655,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
