Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
331,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
333,NULL,Wetland,Water,NULL,Water,Bareland,Wetland,Bareland
334,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
335,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Water
336,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
337,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
338,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
339,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
342,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
343,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
346,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
347,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
348,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
349,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
350,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
351,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,Water
352,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
353,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
354,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
355,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
356,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
357,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
358,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
359,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
360,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
361,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
362,NULL,Bareland,Water,Non_Water,Water,Water,Water,Bareland
363,NULL,Bareland,Water,Water,Water,Wetland,Bareland,Water
364,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
365,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
367,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
368,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
372,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
425,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
427,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
442,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
443,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
455,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
458,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
459,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
460,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
461,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
462,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
463,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
464,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
465,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
466,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
467,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
468,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
469,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
470,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
471,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
472,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
474,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
475,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
479,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
481,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
482,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
483,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
485,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
487,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
488,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
489,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
490,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
491,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
492,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
493,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
495,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
496,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
497,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
499,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
500,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
501,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
502,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
503,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
504,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
505,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
506,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
507,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
508,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
509,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
510,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
511,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
512,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
513,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
514,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
515,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
518,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
519,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
521,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
522,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
523,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
524,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
525,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
526,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
528,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
531,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
532,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
533,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
534,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
535,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
536,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
537,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
538,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
540,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
541,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
542,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
543,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
544,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
545,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
546,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
547,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
548,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
549,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
550,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
551,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
552,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
553,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
554,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
555,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
556,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
557,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
558,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
559,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Water
560,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
561,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
562,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
563,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
564,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
565,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
566,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
567,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
568,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
569,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
570,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
571,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
572,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
573,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
574,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
575,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
576,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
577,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
578,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
579,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
580,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
581,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
582,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
583,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
584,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
585,NULL,Water,Water,NULL,Water,Water,Wetland,Water
586,NULL,Water,Water,NULL,Water,Water,Wetland,Forest
587,NULL,Water,Water,NULL,Water,Water,Water,Water
588,NULL,Water,Water,NULL,Water,Water,Forest,Water
589,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
590,NULL,Water,Water,Water,Water,Wetland,Water,Water
591,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
592,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
593,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
594,NULL,Water,Water,Water,Water,Water,Water,Grassland
595,NULL,Water,Water,Water,Water,Water,Water,Bareland
596,NULL,Water,Water,Water,Water,Water,Water,Water
597,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
598,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
599,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
600,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
602,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
603,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
606,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
607,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
608,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
609,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
610,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
611,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
613,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
614,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
615,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
616,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
617,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
618,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
619,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
620,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
621,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
622,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
623,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
624,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
626,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
627,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
628,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
629,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
630,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
631,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
632,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
644,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
645,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
646,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
647,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
648,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
649,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
650,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
651,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
652,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
653,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
654,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
655,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
656,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
657,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
658,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
659,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
660,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
661,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
662,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
663,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
664,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
665,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
666,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
667,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
668,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
669,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
