Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
2618,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2619,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2620,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2621,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2622,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2623,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2624,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2625,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2626,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2627,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2628,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2629,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2630,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2631,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2632,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2633,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2634,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2635,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2636,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
2637,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2638,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2662,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2663,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2664,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2665,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2666,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2667,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2668,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2669,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2670,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2671,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2672,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2673,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2674,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2698,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2699,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
2730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
2732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
2735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2737,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2738,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2739,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2740,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2741,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2742,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2743,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2744,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2745,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2746,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2747,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2748,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2749,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2750,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2751,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2752,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2753,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2754,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2755,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2756,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2757,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2758,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2759,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2760,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2761,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2762,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2763,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2764,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2765,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2766,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2767,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2768,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2769,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2770,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2771,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2772,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2773,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2774,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2775,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2776,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2777,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2778,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2779,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2780,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2781,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2782,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2783,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2784,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2785,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2786,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2787,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2788,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2789,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2790,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2791,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2792,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2793,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2794,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2795,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2796,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2797,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2798,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2799,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2800,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2801,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2802,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2803,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2804,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2805,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2806,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2807,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2808,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2809,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2810,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2811,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2812,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2813,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2814,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2815,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2816,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2817,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2818,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2819,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2820,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2821,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2822,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2823,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2824,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2825,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2826,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2827,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2828,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2829,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2830,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2831,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2832,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2833,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2834,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2835,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2836,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2837,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2838,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2839,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2840,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2841,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2842,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2843,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2844,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
2845,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2846,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
2847,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2848,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Bareland
2849,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2850,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2851,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2852,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2853,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2854,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2855,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2856,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2857,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2858,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2859,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2860,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2861,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2862,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2863,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2864,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2865,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2866,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2867,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2868,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2869,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2870,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2871,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2872,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2873,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2874,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2875,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2876,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2877,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
2878,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2879,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2880,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2881,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2882,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2883,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2884,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2885,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2886,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2887,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2888,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2889,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2890,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2895,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2896,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2897,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2898,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2899,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2900,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2901,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2902,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2903,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2904,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2905,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2906,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2907,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2908,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2909,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2910,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2911,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2912,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
2913,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2914,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2915,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2916,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2917,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2918,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2919,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2920,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2921,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2922,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2923,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2924,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Built-up
2925,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
2926,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2927,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
2928,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Built-up
2929,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2930,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2931,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2932,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
