Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEM_M_R
1149,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1150,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1151,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1152,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1153,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1154,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1155,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
1156,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1157,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
1158,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1159,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1160,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
1161,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
1162,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1163,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1164,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
1165,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
1166,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1167,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1168,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1169,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1170,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1171,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1172,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1173,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
1174,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1175,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1176,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
1177,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1178,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1179,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1180,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1181,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1182,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1183,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1184,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1185,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1186,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1187,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1188,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
1189,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1190,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Water
1191,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1192,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1193,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1194,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1195,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1196,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1197,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1198,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1199,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1200,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1201,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1202,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1203,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1204,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1205,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1206,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1207,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1208,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1209,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1210,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1211,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1212,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1213,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1214,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1215,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1216,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1217,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1218,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1219,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1220,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1221,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1222,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
1223,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1224,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1225,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1226,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1227,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1228,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
1229,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1230,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1231,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1232,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1233,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1234,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1235,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1236,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1237,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1238,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1239,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1240,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1241,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1242,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1243,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1244,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
1245,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1246,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1247,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
1248,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1249,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1250,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1251,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1252,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1253,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
1254,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1255,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
1256,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1257,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1258,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1259,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
1260,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
1261,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1262,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1263,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1264,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1265,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1266,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1267,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1268,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1269,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1270,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1271,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1272,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1273,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1274,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1275,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1276,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
1277,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1278,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
1279,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1280,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1281,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1282,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
1283,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
1284,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1285,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1286,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
1287,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1288,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1289,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1290,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1291,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1292,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
1293,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
1294,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1295,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1296,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1297,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1298,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1299,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1300,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1301,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1302,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1303,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1304,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
1305,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
1306,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1307,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1308,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1309,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1310,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1311,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1312,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1313,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1314,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1315,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1316,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1317,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
1318,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1319,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1320,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1321,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1322,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1323,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1324,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1325,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
1326,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1327,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1328,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1329,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1330,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
1331,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1332,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
1333,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1334,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1335,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1336,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
1337,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1338,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1339,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
1340,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1341,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
1342,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1343,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1344,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1345,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1349,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1350,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1352,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1353,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1354,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1355,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
1356,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1357,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1358,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1360,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
1361,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1362,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
1363,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1364,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1365,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1366,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
1367,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1368,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
1369,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
1370,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
1371,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
1372,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1373,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
1374,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1375,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1376,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1377,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
1378,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1379,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1380,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1381,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1382,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
1383,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1384,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1385,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1386,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1387,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1388,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
1389,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1390,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1391,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1392,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1393,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1394,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1395,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1396,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Water
1397,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1398,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1399,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1400,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1401,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
1402,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1403,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1404,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1405,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1406,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1407,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1408,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1409,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1410,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1411,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1412,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1413,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1414,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1415,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1416,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1417,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1418,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1419,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1420,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1421,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1422,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1423,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1424,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1425,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1426,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1427,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1428,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1429,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1430,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
1431,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1432,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1433,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
1434,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1435,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1436,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1437,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1438,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
1439,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
1440,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
1441,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1442,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1443,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1444,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1445,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1446,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1447,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1448,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1449,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1450,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1451,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1452,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
1453,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1454,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,NULL
1455,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1456,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1457,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
1458,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
1459,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1460,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1461,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1462,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1463,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1464,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,NULL
1465,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
1466,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
1467,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1468,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1469,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1470,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1471,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1472,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1473,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1474,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1475,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1476,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1477,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1478,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1479,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,NULL
1480,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1481,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1482,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
1483,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1484,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
1485,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1486,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1487,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1488,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1489,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1490,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
1491,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1492,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
1493,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
1494,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
