Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
1217,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1218,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1219,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1220,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1221,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1222,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1223,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1224,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1225,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1226,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1236,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1237,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1238,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1239,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1240,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1241,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1242,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1243,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1244,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1245,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1246,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1247,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1248,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1249,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1250,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1251,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1252,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1253,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1254,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1256,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1257,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1258,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1259,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1260,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1261,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1262,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1263,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1278,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1279,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1280,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1281,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1282,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1283,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1284,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1285,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1286,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1287,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1288,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1289,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1293,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1294,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1295,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1296,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1297,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1298,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1299,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1300,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1301,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1302,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1303,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1304,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1305,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1306,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1307,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1308,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1309,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1310,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1311,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1312,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1313,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1314,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1315,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1316,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1317,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1318,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1319,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1320,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1321,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1322,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1323,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1324,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1325,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
1326,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1327,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1329,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1330,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1331,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1332,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1333,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1334,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1335,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
1397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
1439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
1445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
1501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1522,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1523,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1524,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1525,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1526,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1527,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1528,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1529,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
