Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYJ_M_R
1403,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1404,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1405,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1406,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1407,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1408,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1409,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1410,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1411,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1412,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1413,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1414,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1415,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1418,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1419,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1420,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1421,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1422,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1423,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1425,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1426,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1427,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1430,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1434,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1439,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1440,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1441,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1442,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1443,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1445,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1446,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1447,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1448,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1449,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1450,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1451,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1452,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1453,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1454,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1455,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1456,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1457,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1458,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1459,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1460,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1461,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1462,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1463,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1464,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1465,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1466,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1467,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1468,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1469,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1470,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1471,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1472,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1473,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1474,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1475,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1476,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1478,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1479,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1480,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1481,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1482,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1483,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1484,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1485,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1486,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1488,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1489,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1490,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1491,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1492,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1493,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1494,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1495,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1496,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1497,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1498,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1500,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1504,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1505,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1506,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1507,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1508,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1511,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1512,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1513,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1514,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1515,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1516,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1517,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1518,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1522,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1523,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1524,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1525,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1526,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1527,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1528,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1529,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1530,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1531,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1532,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1533,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1534,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1535,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1536,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1537,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1538,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1539,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1540,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1541,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1542,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1543,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1544,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1545,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1546,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1547,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1548,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1549,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1550,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1551,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1552,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1553,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1554,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1555,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1556,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1557,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1558,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1559,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1560,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1561,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1562,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1566,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1567,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1568,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1569,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1570,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1571,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1572,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1573,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1574,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1575,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1576,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1577,Forest,Water,Water,Water,Water,NULL,NULL,NULL
1578,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1579,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1580,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1581,Forest,Water,Water,Water,Water,NULL,NULL,Water
1582,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1583,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1585,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1587,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1590,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1591,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1592,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1593,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1594,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1595,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1596,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1597,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1598,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1600,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1601,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1602,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1603,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1604,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1605,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1606,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1607,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1608,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1609,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1610,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1611,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1620,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1621,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1622,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1623,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1624,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1625,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1626,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1627,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1629,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1630,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1631,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1632,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1633,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1634,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1635,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1636,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1637,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1638,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1639,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1640,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1641,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1642,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1643,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1644,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1645,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1646,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1649,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1650,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1651,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1652,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1654,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1655,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1656,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1657,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1658,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1659,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1660,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1661,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1662,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1663,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1664,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1665,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1666,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1667,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1668,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1669,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1670,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1671,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1672,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1673,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1674,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1675,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1677,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1678,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1679,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1680,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1684,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1685,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1688,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1689,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1692,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1693,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1694,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1695,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1696,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1697,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1698,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1699,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1700,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1701,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1702,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1703,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
1704,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1705,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1706,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1707,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1708,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1709,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1710,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1712,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1713,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1714,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1715,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1716,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1717,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1718,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1719,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1720,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1721,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1722,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1723,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1725,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1726,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1727,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
