Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBE_M_R
1396,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1397,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1398,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1399,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1400,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1401,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1402,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1403,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
1404,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1405,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1406,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1407,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1408,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1409,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1410,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1411,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1412,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1413,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1414,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1415,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1416,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1417,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1418,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1419,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1420,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
1421,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
1422,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1423,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1424,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1425,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1426,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1427,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
1428,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1429,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1430,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1431,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1432,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1433,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1434,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
1435,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
1436,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1437,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1438,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1439,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,NULL
1440,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1441,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1442,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1443,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1444,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1445,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1446,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1447,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1448,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1449,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1450,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1451,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1452,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1453,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1454,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1455,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1456,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1457,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,NULL
1458,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1459,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1460,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
1461,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1462,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
1463,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1464,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1465,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
1466,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,NULL
1467,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
1468,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1469,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,NULL
1470,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Bareland,NULL
1471,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
1472,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1473,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1474,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
1475,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1476,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1477,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1478,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1479,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
1480,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1481,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1482,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Forest,NULL
1483,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1484,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1485,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1486,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1487,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1488,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1489,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1490,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1491,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1492,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
1493,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1494,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1495,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1496,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1497,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
1498,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1499,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1500,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1501,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1502,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1503,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1504,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1505,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1506,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1507,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Forest,NULL
1508,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1509,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1510,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1511,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1512,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1513,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1514,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1515,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
1516,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
1517,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1518,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1519,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
1520,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1521,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
1522,Forest,Forest,Water,NULL,Water,NULL,Bareland,NULL
1523,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
1524,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
1525,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
1526,Forest,Forest,Water,NULL,Water,Grassland,Bareland,NULL
1527,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
1528,Forest,Forest,Water,NULL,Water,Grassland,Forest,NULL
1529,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1530,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
1531,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
1532,Forest,Forest,Water,NULL,Water,Bareland,Grassland,NULL
1533,Forest,Forest,Water,NULL,Water,Bareland,Bareland,NULL
1534,Forest,Forest,Water,NULL,Water,Bareland,Forest,NULL
1535,Forest,Forest,Water,NULL,Water,Water,Bareland,NULL
1536,Forest,Forest,Water,NULL,Water,Water,Water,NULL
1537,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
1538,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
1539,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
1540,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
1541,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1542,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1543,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1544,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1545,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1546,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1547,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1548,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1549,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1550,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1551,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1552,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1553,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1554,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1555,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1556,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1557,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1558,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1559,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1560,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1561,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1562,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1563,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1564,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1565,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1566,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1567,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1568,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1569,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1570,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1571,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1572,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1573,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1574,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1575,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1576,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1577,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1578,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1579,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
1580,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
1581,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
