Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Built-up
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
494,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Built-up
496,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
497,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
498,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
500,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
501,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
502,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
513,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
515,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
518,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
522,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
525,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
589,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
654,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
657,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
658,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
659,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
