Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
1720,Water,NULL,Forest,Water,Non_Wetland,Forest
1721,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1722,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1723,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1724,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1725,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1726,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1727,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1728,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1729,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1730,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1731,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1732,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1733,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1734,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1735,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1736,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1737,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1738,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1739,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1740,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1741,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1742,Water,Cropland,Grassland,Water,Non_Wetland,Water
1743,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1744,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1745,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1746,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1747,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1748,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1749,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1750,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1751,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1752,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1753,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1754,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1755,Water,Cropland,Cropland,Water,Non_Wetland,Water
1756,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1757,Water,Cropland,Wetland,NULL,Wetland,Cropland
1758,Water,Cropland,Wetland,NULL,Wetland,Water
1759,Water,Cropland,Wetland,NULL,Wetland,Forest
1760,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1761,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1762,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1763,Water,Cropland,Wetland,Non_Water,Wetland,Water
1764,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1765,Water,Cropland,Wetland,Water,Wetland,Grassland
1766,Water,Cropland,Wetland,Water,Wetland,Water
1767,Water,Cropland,Wetland,Water,Wetland,Forest
1768,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1769,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1770,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1771,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1772,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1773,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1774,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1775,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1776,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1777,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1778,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1779,Water,Cropland,Bareland,Water,Non_Wetland,Water
1780,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1781,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1782,Water,Cropland,Water,NULL,Water,Grassland
1783,Water,Cropland,Water,NULL,Water,Cropland
1784,Water,Cropland,Water,NULL,Water,Water
1785,Water,Cropland,Water,NULL,Water,Forest
1786,Water,Cropland,Water,Non_Water,Water,Grassland
1787,Water,Cropland,Water,Non_Water,Water,Cropland
1788,Water,Cropland,Water,Non_Water,Water,Water
1789,Water,Cropland,Water,Non_Water,Water,Forest
1790,Water,Cropland,Water,Water,Water,Grassland
1791,Water,Cropland,Water,Water,Water,Cropland
1792,Water,Cropland,Water,Water,Water,Bareland
1793,Water,Cropland,Water,Water,Water,Water
1794,Water,Cropland,Water,Water,Water,Forest
1795,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1796,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1797,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1798,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1799,Water,Cropland,Forest,NULL,Non_Wetland,Water
1800,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1801,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1802,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1803,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1804,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1805,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1806,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1807,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1808,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1809,Water,Cropland,Forest,Water,Non_Wetland,Water
1810,Water,Cropland,Forest,Water,Non_Wetland,Forest
1811,Water,Wetland,Wetland,Water,Wetland,Water
1812,Water,Wetland,Water,Water,Water,Water
1813,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1814,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1815,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1816,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1817,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1818,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1819,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1820,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1821,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1822,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1823,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1824,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1825,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1826,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1827,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1828,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1829,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1830,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1831,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1832,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1833,Water,Bareland,Cropland,Water,Non_Wetland,Water
1834,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1835,Water,Bareland,Wetland,NULL,Wetland,Water
1836,Water,Bareland,Wetland,NULL,Wetland,Forest
1837,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1838,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1839,Water,Bareland,Wetland,Non_Water,Wetland,Water
1840,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1841,Water,Bareland,Wetland,Water,Wetland,Grassland
1842,Water,Bareland,Wetland,Water,Wetland,Cropland
1843,Water,Bareland,Wetland,Water,Wetland,Bareland
1844,Water,Bareland,Wetland,Water,Wetland,Water
1845,Water,Bareland,Wetland,Water,Wetland,Forest
1846,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1847,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1848,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1849,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1850,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1851,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1852,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1853,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1854,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1855,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1856,Water,Bareland,Bareland,Water,Non_Wetland,Water
1857,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1858,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1859,Water,Bareland,Built-up,Water,Non_Wetland,Water
1860,Water,Bareland,Water,NULL,Water,Water
1861,Water,Bareland,Water,NULL,Water,Forest
1862,Water,Bareland,Water,Non_Water,Water,Grassland
1863,Water,Bareland,Water,Non_Water,Water,Water
1864,Water,Bareland,Water,Non_Water,Water,Forest
1865,Water,Bareland,Water,Water,Water,Grassland
1866,Water,Bareland,Water,Water,Water,Cropland
1867,Water,Bareland,Water,Water,Water,Bareland
1868,Water,Bareland,Water,Water,Water,Water
1869,Water,Bareland,Water,Water,Water,Forest
1870,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1871,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1872,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1873,Water,Bareland,Forest,NULL,Non_Wetland,Water
1874,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1875,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1876,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1877,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1878,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1879,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1880,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1881,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1882,Water,Bareland,Forest,Water,Non_Wetland,Water
1883,Water,Bareland,Forest,Water,Non_Wetland,Forest
1884,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1885,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1886,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1887,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1888,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1889,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1890,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1891,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1892,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1893,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1894,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1895,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1896,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1897,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
1898,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1899,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1900,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1901,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1902,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1903,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1904,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1905,Water,Built-up,Cropland,Water,Non_Wetland,Water
1906,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1907,Water,Built-up,Wetland,NULL,Wetland,Water
1908,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1909,Water,Built-up,Wetland,Water,Wetland,Cropland
1910,Water,Built-up,Wetland,Water,Wetland,Water
1911,Water,Built-up,Wetland,Water,Wetland,Forest
1912,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1913,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1914,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1915,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1916,Water,Built-up,Bareland,Water,Non_Wetland,Water
1917,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1918,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1919,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
1920,Water,Built-up,Built-up,Water,Non_Wetland,Water
1921,Water,Built-up,Water,NULL,Water,Water
1922,Water,Built-up,Water,NULL,Water,Forest
1923,Water,Built-up,Water,Non_Water,Water,Water
1924,Water,Built-up,Water,Non_Water,Water,Forest
1925,Water,Built-up,Water,Water,Water,Grassland
1926,Water,Built-up,Water,Water,Water,Water
1927,Water,Built-up,Water,Water,Water,Forest
1928,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1929,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1930,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1931,Water,Built-up,Forest,NULL,Non_Wetland,Water
1932,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1933,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1934,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1935,Water,Built-up,Forest,Water,Non_Wetland,Water
1936,Water,Built-up,Forest,Water,Non_Wetland,Forest
1937,Water,Water,NULL,NULL,Non_Wetland,Grassland
1938,Water,Water,NULL,NULL,Non_Wetland,Bareland
1939,Water,Water,NULL,NULL,Non_Wetland,Water
1940,Water,Water,NULL,NULL,Non_Wetland,Forest
1941,Water,Water,NULL,Non_Water,Non_Wetland,Water
1942,Water,Water,NULL,Water,Non_Wetland,Bareland
1943,Water,Water,NULL,Water,Non_Wetland,Water
1944,Water,Water,NULL,Water,Non_Wetland,Forest
1945,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1946,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1947,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1948,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1949,Water,Water,Shrubland,NULL,Non_Wetland,Water
1950,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1951,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1952,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1953,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1954,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1955,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1956,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1957,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1958,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1959,Water,Water,Shrubland,Water,Non_Wetland,Water
1960,Water,Water,Shrubland,Water,Non_Wetland,Forest
1961,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1962,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1963,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1964,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1965,Water,Water,Grassland,NULL,Non_Wetland,Water
1966,Water,Water,Grassland,NULL,Non_Wetland,Forest
1967,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1968,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1969,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1970,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1971,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1972,Water,Water,Grassland,Water,Non_Wetland,Grassland
1973,Water,Water,Grassland,Water,Non_Wetland,Water
1974,Water,Water,Grassland,Water,Non_Wetland,Forest
1975,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1976,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1977,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1978,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1979,Water,Water,Cropland,NULL,Non_Wetland,Water
1980,Water,Water,Cropland,NULL,Non_Wetland,Forest
1981,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1982,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1983,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1984,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1985,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1986,Water,Water,Cropland,Water,Non_Wetland,Grassland
1987,Water,Water,Cropland,Water,Non_Wetland,Cropland
1988,Water,Water,Cropland,Water,Non_Wetland,Bareland
1989,Water,Water,Cropland,Water,Non_Wetland,Water
1990,Water,Water,Cropland,Water,Non_Wetland,Forest
1991,Water,Water,Wetland,NULL,Wetland,Grassland
1992,Water,Water,Wetland,NULL,Wetland,Cropland
1993,Water,Water,Wetland,NULL,Wetland,Bareland
1994,Water,Water,Wetland,NULL,Wetland,Built-up
1995,Water,Water,Wetland,NULL,Wetland,Water
1996,Water,Water,Wetland,NULL,Wetland,Forest
1997,Water,Water,Wetland,Non_Water,Wetland,Grassland
1998,Water,Water,Wetland,Non_Water,Wetland,Cropland
1999,Water,Water,Wetland,Non_Water,Wetland,Wetland
2000,Water,Water,Wetland,Non_Water,Wetland,Bareland
2001,Water,Water,Wetland,Non_Water,Wetland,Water
2002,Water,Water,Wetland,Non_Water,Wetland,Forest
2003,Water,Water,Wetland,Water,Wetland,Grassland
2004,Water,Water,Wetland,Water,Wetland,Cropland
2005,Water,Water,Wetland,Water,Wetland,Bareland
2006,Water,Water,Wetland,Water,Wetland,Water
2007,Water,Water,Wetland,Water,Wetland,Forest
2008,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2009,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2010,Water,Water,Bareland,NULL,Non_Wetland,Water
2011,Water,Water,Bareland,NULL,Non_Wetland,Forest
2012,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2013,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2014,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2015,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2016,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2017,Water,Water,Bareland,Water,Non_Wetland,Grassland
2018,Water,Water,Bareland,Water,Non_Wetland,Cropland
2019,Water,Water,Bareland,Water,Non_Wetland,Bareland
2020,Water,Water,Bareland,Water,Non_Wetland,Water
2021,Water,Water,Bareland,Water,Non_Wetland,Forest
2022,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2023,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2024,Water,Water,Built-up,NULL,Non_Wetland,Water
2025,Water,Water,Built-up,NULL,Non_Wetland,Forest
2026,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2027,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2028,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2029,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2030,Water,Water,Built-up,Water,Non_Wetland,Grassland
2031,Water,Water,Built-up,Water,Non_Wetland,Bareland
2032,Water,Water,Built-up,Water,Non_Wetland,Water
2033,Water,Water,Water,NULL,Water,Grassland
2034,Water,Water,Water,NULL,Water,Cropland
2035,Water,Water,Water,NULL,Water,Bareland
2036,Water,Water,Water,NULL,Water,Water
2037,Water,Water,Water,NULL,Water,Forest
2038,Water,Water,Water,Non_Water,Water,Grassland
2039,Water,Water,Water,Non_Water,Water,Cropland
2040,Water,Water,Water,Non_Water,Water,Bareland
2041,Water,Water,Water,Non_Water,Water,Water
2042,Water,Water,Water,Non_Water,Water,Forest
2043,Water,Water,Water,Water,Water,Grassland
2044,Water,Water,Water,Water,Water,Cropland
2045,Water,Water,Water,Water,Water,Wetland
2046,Water,Water,Water,Water,Water,Bareland
2047,Water,Water,Water,Water,Water,Water
2048,Water,Water,Water,Water,Water,Forest
2049,Water,Water,Forest,NULL,Non_Wetland,Grassland
2050,Water,Water,Forest,NULL,Non_Wetland,Cropland
2051,Water,Water,Forest,NULL,Non_Wetland,Wetland
2052,Water,Water,Forest,NULL,Non_Wetland,Bareland
2053,Water,Water,Forest,NULL,Non_Wetland,Built-up
2054,Water,Water,Forest,NULL,Non_Wetland,Water
2055,Water,Water,Forest,NULL,Non_Wetland,Forest
2056,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2057,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2058,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2059,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2060,Water,Water,Forest,Non_Water,Non_Wetland,Water
2061,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2062,Water,Water,Forest,Water,Non_Wetland,Grassland
2063,Water,Water,Forest,Water,Non_Wetland,Cropland
2064,Water,Water,Forest,Water,Non_Wetland,Bareland
2065,Water,Water,Forest,Water,Non_Wetland,Water
2066,Water,Water,Forest,Water,Non_Wetland,Forest
2067,Water,Forest,NULL,NULL,Non_Wetland,Forest
2068,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2069,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2070,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2071,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2072,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2073,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2074,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2075,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2076,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2077,Water,Forest,Cropland,NULL,Non_Wetland,Water
2078,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2079,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2080,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
2081,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2082,Water,Forest,Cropland,Water,Non_Wetland,Bareland
2083,Water,Forest,Cropland,Water,Non_Wetland,Water
2084,Water,Forest,Wetland,NULL,Wetland,Forest
2085,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2086,Water,Forest,Wetland,Non_Water,Wetland,Cropland
2087,Water,Forest,Wetland,Non_Water,Wetland,Water
2088,Water,Forest,Wetland,Non_Water,Wetland,Forest
2089,Water,Forest,Wetland,Water,Wetland,Grassland
2090,Water,Forest,Wetland,Water,Wetland,Water
2091,Water,Forest,Wetland,Water,Wetland,Forest
2092,Water,Forest,Bareland,NULL,Non_Wetland,Water
2093,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2094,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2095,Water,Forest,Bareland,Water,Non_Wetland,Water
2096,Water,Forest,Built-up,NULL,Non_Wetland,Cropland
2097,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2098,Water,Forest,Water,NULL,Water,Forest
2099,Water,Forest,Water,Non_Water,Water,Forest
2100,Water,Forest,Water,Water,Water,Cropland
2101,Water,Forest,Water,Water,Water,Water
2102,Water,Forest,Water,Water,Water,Forest
2103,Water,Forest,Forest,NULL,Non_Wetland,NULL
2104,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2105,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2106,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2107,Water,Forest,Forest,NULL,Non_Wetland,Water
2108,Water,Forest,Forest,NULL,Non_Wetland,Forest
2109,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2110,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
2111,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2112,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2113,Water,Forest,Forest,Water,Non_Wetland,Grassland
2114,Water,Forest,Forest,Water,Non_Wetland,Water
2115,Water,Forest,Forest,Water,Non_Wetland,Forest
2116,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2117,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
2118,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2119,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2120,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2121,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2122,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
2123,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2124,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2125,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
2126,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2127,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2128,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2129,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2130,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2131,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2132,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
2133,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2134,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Water
2135,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2136,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2137,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2138,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2139,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2140,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
2141,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2142,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
2143,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Forest
2144,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,Cropland
2145,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2146,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
2147,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Built-up
2148,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2149,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,Forest
2150,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,Cropland
2151,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2152,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2153,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
2154,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2155,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2156,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
