Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHV_M_R
7027,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7028,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7029,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7030,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7031,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7032,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7033,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7034,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7035,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7036,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7037,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7038,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7039,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7040,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7041,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7042,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7043,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7044,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7045,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
7046,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7047,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7048,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7049,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
7050,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7051,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7052,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
7053,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7054,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7055,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7056,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
7057,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7058,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7059,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7060,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7061,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7062,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7063,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7064,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7065,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7066,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
7067,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
7068,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7069,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7070,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7071,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7072,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7073,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7074,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7075,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7076,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7077,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7078,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7079,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7080,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7081,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7082,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7083,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7084,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7085,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7086,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7087,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7088,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7089,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7090,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7091,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7092,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7093,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7094,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7095,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7096,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
7097,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7098,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7099,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
7100,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
7101,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7102,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7103,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7104,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7105,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7106,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7107,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7108,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7109,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7110,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7111,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
7112,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7113,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7114,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7115,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
7116,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7117,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7118,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7119,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
7120,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7121,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7122,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7123,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7124,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7125,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7126,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7127,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7128,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7129,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7130,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7131,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
7132,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7133,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7134,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7135,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7136,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7137,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7138,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7139,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
7140,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
7141,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7142,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7143,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7144,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7145,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7146,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
7158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7165,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7166,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7167,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7168,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7183,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7184,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7185,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7186,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7187,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7188,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
7189,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
7206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
7207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7210,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7211,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7212,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7213,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
7214,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
7215,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7216,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7217,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7218,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7219,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7220,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7221,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7222,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7223,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
7224,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7225,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7226,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7227,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7228,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7229,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7230,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7231,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7232,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7233,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7234,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7235,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7236,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7237,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7238,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7239,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7240,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7241,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7242,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7243,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7244,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7245,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7246,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7247,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7248,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7249,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7250,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7251,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7252,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7253,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7254,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7255,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7256,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7257,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7258,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7259,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7260,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7261,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7262,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7263,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7264,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7265,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7266,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7267,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7268,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7269,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7270,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7271,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7272,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7273,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7274,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7275,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7276,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7277,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7278,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7279,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7280,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7281,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7282,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7283,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7284,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7285,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7286,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7287,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7288,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7289,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7290,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7291,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7292,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7293,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7294,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
7295,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7296,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7297,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7298,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7299,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7300,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
7301,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7302,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7303,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7304,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7305,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7306,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7307,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7308,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7309,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7310,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7311,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7312,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7313,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7314,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7315,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7316,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7317,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7318,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7319,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7320,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7321,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7322,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7323,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7324,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7325,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7326,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7327,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7328,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7329,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7330,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7331,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7332,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7333,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7334,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7335,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7336,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
7337,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
7338,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
7339,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7340,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7341,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7342,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7343,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
7344,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7345,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
