Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
329,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
330,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
334,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
335,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
336,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
338,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
339,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
340,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
341,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
342,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
343,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
344,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
345,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
350,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
352,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
354,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
355,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
356,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
357,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
358,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
360,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
361,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
362,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
363,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
364,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
365,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
366,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
367,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
368,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
369,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
370,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
371,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
372,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
373,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
374,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
375,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
376,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
377,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
379,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
380,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
381,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
382,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
384,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
385,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
387,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
388,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
389,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
390,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
391,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
392,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
393,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
394,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
395,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
396,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
397,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
398,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
399,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
400,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
401,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
402,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
403,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
404,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
405,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
407,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Grassland
408,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Built-up
416,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
417,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
418,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
419,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
420,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
421,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
422,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
423,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
424,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
426,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
427,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
428,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
429,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
430,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
431,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
432,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
433,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
434,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
435,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
437,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
439,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
441,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
442,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
445,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
446,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
447,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
448,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
449,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
451,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
453,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
454,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
455,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
456,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
457,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
459,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
460,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
461,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
462,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
463,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
464,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
465,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
467,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
469,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
470,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
471,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
472,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
473,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
474,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
475,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
476,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
477,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
478,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
479,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
480,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
481,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
482,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
487,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
500,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
520,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
522,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
523,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
524,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
525,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
526,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
527,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
528,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
529,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
530,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
531,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
532,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
533,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
536,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
537,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
538,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
539,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
540,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
541,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
542,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
543,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
544,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
545,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
546,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
547,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
548,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
549,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
550,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
551,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
552,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
553,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
554,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
555,NULL,NULL,Water,NULL,Water,Water,Water,Forest
556,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
557,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
558,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
559,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
560,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
561,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
562,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Forest
563,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
564,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
565,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
566,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
567,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
568,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
569,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
570,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
571,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
572,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
573,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
574,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
575,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
576,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
577,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
578,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
579,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
580,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
581,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
582,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
583,NULL,NULL,Water,Non_Water,Water,Water,Forest,Grassland
584,NULL,NULL,Water,Non_Water,Water,Water,Forest,Wetland
585,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
586,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
587,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
588,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
589,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
590,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
591,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
592,NULL,NULL,Water,Water,Water,Wetland,NULL,Forest
593,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
594,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
595,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
596,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
597,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
598,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
599,NULL,NULL,Water,Water,Water,Wetland,Bareland,Grassland
600,NULL,NULL,Water,Water,Water,Wetland,Bareland,Wetland
601,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
602,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
603,NULL,NULL,Water,Water,Water,Wetland,Water,Water
604,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
605,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
606,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
607,NULL,NULL,Water,Water,Water,Wetland,Forest,Forest
608,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
609,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
610,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
611,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
612,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
613,NULL,NULL,Water,Water,Water,Water,Wetland,Water
614,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
615,NULL,NULL,Water,Water,Water,Water,Bareland,Grassland
616,NULL,NULL,Water,Water,Water,Water,Bareland,Wetland
617,NULL,NULL,Water,Water,Water,Water,Water,Grassland
618,NULL,NULL,Water,Water,Water,Water,Water,Wetland
619,NULL,NULL,Water,Water,Water,Water,Water,Water
620,NULL,NULL,Water,Water,Water,Water,Water,Forest
621,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
622,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
623,NULL,NULL,Water,Water,Water,Water,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
652,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
655,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
657,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
662,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
663,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
668,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
670,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
671,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
672,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
673,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
674,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
675,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
676,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
677,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
678,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
679,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
680,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
681,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
682,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
683,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
684,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
