Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
341,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
343,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
345,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
346,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
347,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
348,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
349,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
350,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
351,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
352,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
353,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
354,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
355,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
356,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
357,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
358,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
360,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
361,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
362,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
363,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
364,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
365,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
366,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
367,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
368,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
369,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
370,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
371,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
372,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
373,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
374,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
375,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
376,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
377,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
378,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
380,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
382,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
383,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
394,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
395,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
396,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
398,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
400,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
401,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
402,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
403,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
404,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
405,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
409,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
410,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
411,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
412,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
413,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
414,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
415,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
416,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
417,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
418,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
419,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Forest
420,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
421,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
422,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
423,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
424,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
425,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
431,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
433,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
436,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
438,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
440,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
441,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
442,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
443,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
444,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
445,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
447,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
448,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
449,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
450,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
451,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
452,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
453,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
454,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
456,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
457,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
458,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
459,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
460,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
461,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
462,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
463,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
464,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
465,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
466,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
467,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
468,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
469,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
470,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
471,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
472,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
473,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
474,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
475,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
476,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
479,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
480,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
482,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
483,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
484,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
485,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
486,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
487,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
488,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
489,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
490,NULL,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
491,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
493,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
494,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
495,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
496,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
497,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
498,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
499,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
500,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
501,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
502,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
503,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
504,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
505,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
506,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
507,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
508,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
509,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
510,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
511,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
512,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
513,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
514,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
515,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
516,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
517,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
519,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
520,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
521,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Forest
522,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
523,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
524,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
525,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
526,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
527,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
528,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
533,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
534,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
535,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
536,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
538,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
539,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
540,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
541,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
542,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
543,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
546,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
547,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
548,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
549,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
550,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
551,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
552,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
553,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
554,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
555,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
556,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
557,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
558,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
559,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
560,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
562,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
563,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
564,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
565,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
566,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
567,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
568,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
569,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
570,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
571,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
572,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
573,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
574,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
575,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
576,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
577,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
578,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
579,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
580,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
581,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
582,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
583,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
603,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
604,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
605,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
606,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
607,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
608,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
609,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
610,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
611,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
612,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
613,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
614,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
615,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
616,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
619,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
620,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
621,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
622,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
623,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
624,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
625,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
626,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
627,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
628,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
629,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
630,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
632,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
633,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
636,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
637,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
638,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
639,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
640,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
641,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
642,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
643,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
644,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
645,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
646,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
647,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
648,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
649,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
650,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
651,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
652,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
653,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
654,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
655,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
656,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
657,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
658,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
659,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
660,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
661,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
662,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
663,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
664,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
665,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
666,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
667,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
668,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
669,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
