Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCV_M_R
1444,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1445,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1446,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1447,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1448,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1449,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1450,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1451,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1452,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1453,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1454,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1455,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1456,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1457,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1458,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1459,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1460,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1461,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1462,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1463,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1464,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1465,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1466,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1467,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1470,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1471,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1472,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1473,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1474,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1475,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1476,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1477,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1478,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1479,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1480,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1481,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1482,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1483,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1484,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1485,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1486,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1487,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1488,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1489,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1490,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1491,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1492,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1493,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1494,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1495,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1496,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1497,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1498,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1499,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1500,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1501,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1502,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1503,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1504,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1505,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1506,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1507,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1508,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1509,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1510,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1511,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1512,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1513,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1514,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1515,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1516,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1517,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1518,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1519,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1520,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1521,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1522,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1523,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1524,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1525,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1526,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1532,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1533,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1534,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1535,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1536,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1537,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1538,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1539,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1540,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1541,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1542,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1543,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1544,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1545,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1546,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1547,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1548,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1549,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1550,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1551,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1552,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1553,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1554,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1555,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1556,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1557,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1558,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1559,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1560,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1575,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1576,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1577,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1578,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1579,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1580,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1581,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1583,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1585,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1586,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1587,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1588,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1589,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1590,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1591,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1592,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1593,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1594,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1597,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1598,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1599,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1600,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1601,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1602,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1603,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1604,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1605,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1606,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1607,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1608,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1609,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1610,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1611,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1612,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1613,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1614,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1615,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1616,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1617,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1618,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1619,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1620,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1621,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1622,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1623,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1624,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1625,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1626,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1627,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1628,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1629,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1630,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1631,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1632,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1633,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1634,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1635,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1636,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1637,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1638,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1639,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1640,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1641,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1642,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1643,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1644,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1645,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1646,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1647,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1648,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1649,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1650,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1651,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1652,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1653,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1654,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1655,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1656,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1657,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1658,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1659,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1660,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1661,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1662,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1663,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1664,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1665,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1666,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1667,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1668,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1669,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1670,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1671,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1672,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1673,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1674,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1675,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1676,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1677,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1678,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1679,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1680,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1681,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1682,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1683,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1684,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1685,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1686,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1687,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1688,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1689,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1690,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1691,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1692,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1693,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1694,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1695,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1696,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1697,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1698,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1699,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1700,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1701,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1702,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1703,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1704,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1705,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1706,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1707,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1708,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1709,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1710,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1711,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1712,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1713,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1714,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1715,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1716,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1717,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1718,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1719,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1720,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1721,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1722,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1723,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
1724,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
1725,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1726,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1727,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1728,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1729,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1730,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1731,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
1732,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1733,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1734,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1735,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1736,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1737,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1738,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1739,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1740,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1741,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1742,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1743,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1744,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1745,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1746,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1747,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1748,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1749,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1750,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1751,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1752,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1753,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1754,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1755,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1756,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1757,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1758,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1759,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1760,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1761,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1762,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1763,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
1764,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1765,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1766,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1767,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1768,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1769,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1770,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1771,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1772,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1773,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1774,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1775,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1776,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1777,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1778,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1779,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1780,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1782,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1783,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1784,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
