Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
391,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
393,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
394,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
396,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
397,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
399,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
401,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
403,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
404,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
405,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
410,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
415,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
424,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
594,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
595,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
596,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
597,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
598,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
600,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
602,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
603,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
604,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
605,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
607,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
609,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
610,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
612,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
615,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
618,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
621,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
623,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
628,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
629,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
634,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
635,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
638,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
640,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
641,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
642,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
643,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Wetland
644,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
647,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
650,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
655,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
656,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
