Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
338,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
343,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
344,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
345,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
346,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
350,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
352,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
353,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
354,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
355,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
356,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
357,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
358,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
359,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
360,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
361,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
362,NULL,Forest,Water,NULL,Water,Water,Wetland,Grassland
363,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
367,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
373,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
374,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
376,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
378,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
381,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
383,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
384,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
386,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
388,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
389,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
390,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
399,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
401,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
402,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
404,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
405,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
406,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
408,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
410,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
412,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
413,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
414,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
415,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
416,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
417,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
418,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
419,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
420,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
421,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
422,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
423,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
424,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
425,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
426,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
427,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
428,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
429,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
431,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
434,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
435,Grassland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
436,Grassland,Wetland,Water,Water,Water,Grassland,Bareland,Water
437,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
438,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
439,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
440,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
441,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
442,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
443,Grassland,Water,Water,Water,Water,Bareland,Bareland,Water
444,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
446,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
450,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
452,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
454,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
456,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
459,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
460,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
461,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
462,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
463,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
468,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
469,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
470,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
471,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
472,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
474,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
475,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
476,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
477,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
478,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
479,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
480,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
481,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
482,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
483,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
484,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
485,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
486,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
487,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
488,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
491,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
492,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
493,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
494,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
496,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
499,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
500,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
501,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
502,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
503,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
504,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
505,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
506,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
507,Wetland,NULL,Water,NULL,Water,Water,Bareland,Water
508,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Grassland
509,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Water
510,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Water
511,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
512,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
514,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
516,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
517,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
518,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
519,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
520,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
521,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
522,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
523,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
524,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
525,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
526,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
527,Wetland,Wetland,Water,NULL,Water,Water,Bareland,Forest
528,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
529,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
530,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
531,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
532,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
533,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
534,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
535,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
537,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
538,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
539,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
540,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
541,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
542,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
543,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
544,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
545,Wetland,Water,Water,NULL,Water,Water,Bareland,Water
546,Wetland,Water,Water,NULL,Water,Water,Water,Water
547,Wetland,Water,Water,NULL,Water,Water,Water,Forest
548,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
549,Wetland,Water,Water,Water,Water,NULL,NULL,Water
550,Wetland,Water,Water,Water,Water,NULL,Bareland,Bareland
551,Wetland,Water,Water,Water,Water,Water,Bareland,Water
552,Wetland,Water,Water,Water,Water,Water,Water,Grassland
553,Wetland,Water,Water,Water,Water,Water,Water,Water
554,Wetland,Water,Water,Water,Water,Water,Water,Forest
555,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
556,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
557,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
558,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
560,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
561,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
562,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
563,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
564,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
565,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
566,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
567,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
568,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
569,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
570,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
571,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
572,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
573,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
575,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
576,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
577,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
578,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
579,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
580,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
582,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
583,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
584,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
585,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
586,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
587,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
588,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
589,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
594,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
595,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
596,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
597,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
598,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
599,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
600,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
601,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
602,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
603,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
604,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
605,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
606,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
607,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
608,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
609,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
610,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
611,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
612,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
613,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
614,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
616,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
617,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
618,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
619,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
620,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
621,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
623,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
624,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
625,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
626,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
627,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
628,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
629,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
630,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
631,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
632,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
633,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
634,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
635,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
637,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
638,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
639,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
640,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
641,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
642,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
643,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
644,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
645,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
646,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
647,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
648,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
649,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
650,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
651,Bareland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
652,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
653,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
654,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
655,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
656,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
657,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
658,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
659,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
660,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
661,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
662,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
663,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
664,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
665,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
666,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
667,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
668,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
669,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
670,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
671,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
672,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
673,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
674,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
675,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
676,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
