Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
345,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
368,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
375,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
376,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
377,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
378,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
380,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
381,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
382,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
383,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
385,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
386,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
387,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
388,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
389,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
392,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
393,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
394,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
396,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
424,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
425,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
429,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
433,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
434,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
436,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
437,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
442,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
443,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
444,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
448,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
452,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
453,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
454,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
455,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
457,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
458,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
459,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
460,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
461,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
462,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
463,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
466,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
467,NULL,Bareland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
468,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
470,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
473,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
521,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
548,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
550,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
552,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
556,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
557,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
558,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
559,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
560,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
561,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
562,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
563,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
564,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
565,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
566,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
567,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
568,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
569,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
600,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
601,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
603,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
604,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
605,NULL,Built-up,Water,Water,Water,Wetland,Grassland,Wetland
606,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
609,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
611,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
613,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
615,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
620,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
621,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
624,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
629,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
630,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
632,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
633,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
634,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
635,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
636,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
637,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
638,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
639,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
640,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
641,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
642,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
643,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
644,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
645,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
646,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
647,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
648,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
649,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
650,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
651,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
652,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
653,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
