Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
332,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
361,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
365,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
370,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
387,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
396,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
399,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
402,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
413,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
419,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
424,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
428,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
437,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
442,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
448,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
452,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
453,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
460,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
484,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
486,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
487,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
491,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
492,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
493,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
494,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
495,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
496,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
497,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
498,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
499,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
517,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
518,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
519,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
520,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
521,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
522,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
523,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
524,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
525,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
526,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
527,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
528,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
529,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
530,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
531,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
532,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
533,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
534,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
536,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
537,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
538,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
539,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
540,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
541,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
542,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
543,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
544,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
545,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
549,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
550,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
551,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Bareland
552,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
553,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
555,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
556,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
557,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
558,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
559,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
560,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
565,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
567,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
569,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
570,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Cropland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
572,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Bareland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
577,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
578,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
580,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
581,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
582,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
584,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
586,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
587,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
588,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
589,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
590,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
592,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
593,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
594,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
597,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
598,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
599,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
600,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
601,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
603,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
604,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
605,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
606,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
607,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
622,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
635,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
640,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
644,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
645,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
649,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
651,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
652,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
653,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
654,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
656,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
658,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
659,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
