Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R
1740,Water,Forest,Water,Water,Water,Water
1741,Water,Forest,Water,Water,Water,Forest
1742,Water,Forest,Forest,NULL,Non_Wetland,NULL
1743,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1744,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1745,Water,Forest,Forest,NULL,Non_Wetland,Water
1746,Water,Forest,Forest,NULL,Non_Wetland,Forest
1747,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1748,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1749,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1750,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1751,Water,Forest,Forest,Water,Non_Wetland,Grassland
1752,Water,Forest,Forest,Water,Non_Wetland,Bareland
1753,Water,Forest,Forest,Water,Non_Wetland,Water
1754,Water,Forest,Forest,Water,Non_Wetland,Forest
1755,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1756,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1757,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1758,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1759,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1760,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1761,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1762,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1763,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1764,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1765,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1766,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1767,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1768,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1769,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Water
1770,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1771,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland
1772,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1773,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1774,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1775,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
1776,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1777,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1778,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1779,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1780,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1781,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1782,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1783,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1784,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1785,Forest,NULL,NULL,Water,Non_Wetland,Water
1786,Forest,NULL,NULL,Water,Non_Wetland,Forest
1787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1788,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1789,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1790,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1791,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1792,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1793,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1796,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1797,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1798,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1799,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1800,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1801,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1802,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1803,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1804,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1805,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1806,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1807,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1808,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1809,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1810,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1811,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1812,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1813,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1814,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1815,Forest,NULL,Grassland,Water,Non_Wetland,Water
1816,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1817,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1818,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1819,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1820,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1821,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1822,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1823,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1824,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1825,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1826,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1827,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1828,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1829,Forest,NULL,Cropland,Water,Non_Wetland,Water
1830,Forest,NULL,Wetland,NULL,Wetland,Grassland
1831,Forest,NULL,Wetland,NULL,Wetland,Water
1832,Forest,NULL,Wetland,NULL,Wetland,Forest
1833,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1834,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1835,Forest,NULL,Wetland,Non_Water,Wetland,Water
1836,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1837,Forest,NULL,Wetland,Water,Wetland,Grassland
1838,Forest,NULL,Wetland,Water,Wetland,Bareland
1839,Forest,NULL,Wetland,Water,Wetland,Water
1840,Forest,NULL,Wetland,Water,Wetland,Forest
1841,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1842,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1843,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1844,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1845,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1846,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1847,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1848,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1849,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1850,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1851,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1852,Forest,NULL,Bareland,Water,Non_Wetland,Water
1853,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1854,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1855,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1856,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1857,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1858,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1859,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1860,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1861,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1862,Forest,NULL,Water,NULL,Water,Grassland
1863,Forest,NULL,Water,NULL,Water,Bareland
1864,Forest,NULL,Water,NULL,Water,Water
1865,Forest,NULL,Water,NULL,Water,Forest
1866,Forest,NULL,Water,Non_Water,Water,Grassland
1867,Forest,NULL,Water,Non_Water,Water,Bareland
1868,Forest,NULL,Water,Non_Water,Water,Water
1869,Forest,NULL,Water,Non_Water,Water,Forest
1870,Forest,NULL,Water,Water,Water,Grassland
1871,Forest,NULL,Water,Water,Water,Bareland
1872,Forest,NULL,Water,Water,Water,Water
1873,Forest,NULL,Water,Water,Water,Forest
1874,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1876,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1878,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1879,Forest,NULL,Forest,NULL,Non_Wetland,Water
1880,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1881,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1882,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1883,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1884,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1885,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1886,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1887,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1888,Forest,NULL,Forest,Water,Non_Wetland,Water
1889,Forest,NULL,Forest,Water,Non_Wetland,Forest
1890,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1891,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1892,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1893,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1894,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1895,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1896,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1897,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1898,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1899,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1900,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1901,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1902,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1903,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1904,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1905,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1906,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1907,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1908,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1909,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1910,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1911,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1912,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1913,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1914,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1915,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1916,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1917,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1918,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1919,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1920,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1921,Forest,Cropland,Wetland,NULL,Wetland,Water
1922,Forest,Cropland,Wetland,NULL,Wetland,Forest
1923,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1924,Forest,Cropland,Wetland,Non_Water,Wetland,Water
1925,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1926,Forest,Cropland,Wetland,Water,Wetland,Grassland
1927,Forest,Cropland,Wetland,Water,Wetland,Water
1928,Forest,Cropland,Wetland,Water,Wetland,Forest
1929,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1930,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1931,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1932,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1933,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1934,Forest,Cropland,Water,NULL,Water,Grassland
1935,Forest,Cropland,Water,NULL,Water,Cropland
1936,Forest,Cropland,Water,NULL,Water,Wetland
1937,Forest,Cropland,Water,NULL,Water,Bareland
1938,Forest,Cropland,Water,NULL,Water,Water
1939,Forest,Cropland,Water,NULL,Water,Forest
1940,Forest,Cropland,Water,Non_Water,Water,Grassland
1941,Forest,Cropland,Water,Non_Water,Water,Forest
1942,Forest,Cropland,Water,Water,Water,Grassland
1943,Forest,Cropland,Water,Water,Water,Water
1944,Forest,Cropland,Water,Water,Water,Forest
1945,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1946,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1947,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1948,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1949,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1950,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1951,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1952,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1953,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1954,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1955,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1956,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1957,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1958,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
1959,Forest,Cropland,Forest,Water,Non_Wetland,Water
1960,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1961,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1962,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1963,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1964,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1965,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1966,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1967,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1968,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1969,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1970,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1971,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
1972,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1973,Forest,Wetland,Wetland,NULL,Wetland,Water
1974,Forest,Wetland,Wetland,NULL,Wetland,Forest
1975,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1976,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1977,Forest,Wetland,Wetland,Water,Wetland,Grassland
1978,Forest,Wetland,Wetland,Water,Wetland,Water
1979,Forest,Wetland,Wetland,Water,Wetland,Forest
1980,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1981,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1982,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1983,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1984,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1985,Forest,Wetland,Built-up,Water,Non_Wetland,Water
1986,Forest,Wetland,Water,NULL,Water,Water
1987,Forest,Wetland,Water,NULL,Water,Forest
1988,Forest,Wetland,Water,Non_Water,Water,Water
1989,Forest,Wetland,Water,Non_Water,Water,Forest
1990,Forest,Wetland,Water,Water,Water,Grassland
1991,Forest,Wetland,Water,Water,Water,Water
1992,Forest,Wetland,Water,Water,Water,Forest
1993,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1994,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1995,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1996,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1997,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1998,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1999,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2000,Forest,Wetland,Forest,Water,Non_Wetland,Water
2001,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2002,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2003,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2004,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2005,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2006,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2007,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2008,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2009,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2010,Forest,Bareland,Grassland,NULL,Non_Wetland,Water
2011,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2012,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2013,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland
2014,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2015,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2016,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2017,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2018,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2019,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
2020,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2021,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2022,Forest,Bareland,Cropland,Water,Non_Wetland,Water
2023,Forest,Bareland,Wetland,NULL,Wetland,Forest
2024,Forest,Bareland,Wetland,Non_Water,Wetland,Water
2025,Forest,Bareland,Wetland,Water,Wetland,Bareland
2026,Forest,Bareland,Wetland,Water,Wetland,Water
2027,Forest,Bareland,Wetland,Water,Wetland,Forest
2028,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2029,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2030,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2031,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2032,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2033,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2034,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2035,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2036,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2037,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2038,Forest,Bareland,Water,NULL,Water,Water
2039,Forest,Bareland,Water,Non_Water,Water,Grassland
2040,Forest,Bareland,Water,Non_Water,Water,Water
2041,Forest,Bareland,Water,Non_Water,Water,Forest
2042,Forest,Bareland,Water,Water,Water,Bareland
2043,Forest,Bareland,Water,Water,Water,Water
2044,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2045,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2046,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2047,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2048,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2049,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2050,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2051,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2052,Forest,Bareland,Forest,Water,Non_Wetland,Water
2053,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2054,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2055,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2056,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2057,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2058,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2059,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2062,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2063,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2064,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2065,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2066,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2067,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2068,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2069,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2070,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2071,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2072,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2073,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2074,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2075,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland
2076,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2077,Forest,Built-up,Wetland,NULL,Wetland,Forest
2078,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2079,Forest,Built-up,Wetland,Water,Wetland,Forest
2080,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2081,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2082,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2083,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2084,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2085,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2086,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2087,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland
2088,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2089,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2090,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2091,Forest,Built-up,Water,NULL,Water,Forest
2092,Forest,Built-up,Water,Non_Water,Water,Forest
2093,Forest,Built-up,Water,Water,Water,Bareland
2094,Forest,Built-up,Water,Water,Water,Forest
2095,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2096,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2097,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2098,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2099,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2100,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2101,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2102,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2103,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2104,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2105,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2106,Forest,Water,NULL,NULL,Non_Wetland,Water
2107,Forest,Water,NULL,NULL,Non_Wetland,Forest
2108,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2109,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2110,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2111,Forest,Water,NULL,Water,Non_Wetland,Grassland
2112,Forest,Water,NULL,Water,Non_Wetland,Forest
2113,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2114,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2115,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2116,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2117,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2118,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2119,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2120,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2121,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2122,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2123,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2124,Forest,Water,Shrubland,Water,Non_Wetland,Water
2125,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2126,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2127,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2128,Forest,Water,Grassland,NULL,Non_Wetland,Water
2129,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2130,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2131,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2132,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2133,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2134,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2135,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2136,Forest,Water,Grassland,Water,Non_Wetland,Water
2137,Forest,Water,Grassland,Water,Non_Wetland,Forest
2138,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2139,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2140,Forest,Water,Cropland,NULL,Non_Wetland,Water
2141,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2142,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2143,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2144,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2145,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2146,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2147,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2148,Forest,Water,Cropland,Water,Non_Wetland,Water
2149,Forest,Water,Cropland,Water,Non_Wetland,Forest
2150,Forest,Water,Wetland,NULL,Wetland,Grassland
2151,Forest,Water,Wetland,NULL,Wetland,Bareland
2152,Forest,Water,Wetland,NULL,Wetland,Water
2153,Forest,Water,Wetland,NULL,Wetland,Forest
2154,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2155,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2156,Forest,Water,Wetland,Non_Water,Wetland,Water
2157,Forest,Water,Wetland,Non_Water,Wetland,Forest
2158,Forest,Water,Wetland,Water,Wetland,Grassland
2159,Forest,Water,Wetland,Water,Wetland,Bareland
2160,Forest,Water,Wetland,Water,Wetland,Water
2161,Forest,Water,Wetland,Water,Wetland,Forest
2162,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2163,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2164,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
