Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBP_M_R
5725,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5726,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5727,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5728,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5729,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5730,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
5731,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5732,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5733,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5734,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
5735,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
5736,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5737,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5738,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5739,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5740,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5741,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5742,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5743,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5744,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5745,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5746,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5747,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5748,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5749,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5750,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5751,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5752,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5753,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5754,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5755,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5756,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5757,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5758,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5759,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5760,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5761,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5762,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
5763,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5764,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5765,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5766,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5767,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5768,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
5769,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5770,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5771,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5772,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5773,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
5774,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5775,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5776,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5777,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5778,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5779,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5780,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5781,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5782,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5783,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
5784,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5785,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5786,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5787,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
5788,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
5789,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5790,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5791,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5792,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5793,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5794,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5795,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5796,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5797,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5798,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5799,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5800,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5801,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5802,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5803,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5804,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5805,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5806,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5807,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5808,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5809,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
5810,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
5811,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
5812,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
5813,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
5814,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5815,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5816,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
5817,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5818,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5819,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
5820,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5821,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
5822,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5823,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
5824,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5825,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
5826,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5827,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
5828,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
5829,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
5830,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5831,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
5832,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5833,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5834,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
5835,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
5836,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5837,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
5838,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5839,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5840,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
5841,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5842,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
5843,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
5844,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
5845,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
5846,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
5847,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
5848,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5849,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
5850,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5851,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
5852,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Built-up
5853,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
5854,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5855,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5856,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5857,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5858,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5859,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
5860,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
5861,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5862,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
5863,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
5864,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5865,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5866,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5867,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5868,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
5869,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Water
5870,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Built-up
5871,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
5872,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5873,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5874,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5875,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5876,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5877,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5878,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
5879,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5880,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
5881,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5882,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5883,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5884,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5885,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5886,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
5887,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
5888,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
5889,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5890,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5891,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
5892,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
5893,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
5894,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
5895,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5896,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5897,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
5898,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
5899,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
5900,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
5901,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
5902,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5903,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5904,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5905,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
5906,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
5907,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5908,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5909,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5910,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5911,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5912,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5913,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
5914,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5915,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5916,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
5917,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5918,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
5919,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
5920,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
5921,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5922,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
5923,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
5924,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5925,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
5926,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
5927,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5928,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
5929,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5930,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5931,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5932,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
5933,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5934,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5935,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5936,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5937,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5938,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
5939,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5940,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5941,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5942,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
5943,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5944,Grassland,NULL,Wetland,Water,NULL,NULL,Bareland,Grassland
5945,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
5946,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5947,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
5948,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5949,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5950,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
5951,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
5952,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
5953,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
5954,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
5955,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5956,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
5957,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
5958,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
5959,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
5960,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
5961,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5962,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5963,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
5964,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
5965,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
5966,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5967,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5968,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
5969,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
5970,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
5971,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
5972,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5973,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
5974,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
5975,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
5976,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
5977,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
5978,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
5979,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
5980,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Bareland,NULL
5981,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
5982,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5983,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
5984,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
5985,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5986,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
5987,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5988,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5989,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
5990,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5991,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5992,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
5993,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
5994,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5995,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
5996,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
5997,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
5998,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
5999,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
6000,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6001,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
6002,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6003,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6004,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6005,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
6006,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
6007,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6008,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
6009,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6010,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
6011,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6012,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6013,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6014,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6015,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
6016,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6017,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6018,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6019,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6020,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6021,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6022,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
6023,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6024,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
6025,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6026,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6027,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6028,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
6029,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6030,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6031,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6032,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6033,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6034,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6035,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6036,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6037,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6038,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
6039,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
6040,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
6041,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
6042,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6043,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6044,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
6045,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
6046,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6047,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
6048,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6049,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6050,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6051,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
