Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEH_M_R
333,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
337,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
340,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
341,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
357,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
359,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
361,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
362,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
363,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
365,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
368,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
369,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
372,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
373,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
374,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
375,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
376,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
381,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
382,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
385,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
388,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
390,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
392,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
393,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
394,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
395,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
407,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
408,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
409,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
411,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
412,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
413,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
415,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
416,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
417,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
419,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
420,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
421,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
422,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
423,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
424,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
425,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
426,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
428,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
429,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
432,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
433,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
434,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
435,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
436,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
438,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
439,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
440,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
443,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
444,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
446,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
447,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
449,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
450,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
453,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
454,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
455,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
456,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
457,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
459,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
460,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
461,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
462,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
463,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
464,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
465,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
466,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
467,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
468,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
469,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
470,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
471,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
474,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
475,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
479,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
481,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Water
482,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
484,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
485,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
487,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
488,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
489,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
491,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
493,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
495,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
497,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
498,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
499,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
501,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
502,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
503,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
504,NULL,Cropland,Water,Water,Water,Water,Forest,Water
505,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
507,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
508,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
509,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
510,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
511,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
512,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
515,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
516,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
517,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
518,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
519,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
520,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
521,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
524,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
527,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
528,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
529,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
530,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
531,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
532,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
533,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
534,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
535,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
536,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
538,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
539,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
540,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
543,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
544,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
545,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
546,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
547,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
548,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
549,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
550,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
551,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
552,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
553,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
554,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
555,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
557,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
558,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
559,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
560,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
561,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Water
562,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
563,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
565,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
566,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
567,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
568,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
569,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
570,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
571,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
573,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
574,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
575,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
576,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
577,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
578,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,NULL,Forest
579,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
603,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
604,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
605,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
606,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
607,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
608,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
609,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
610,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
612,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
613,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
614,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
615,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
616,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
635,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
636,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
638,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
641,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
646,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
647,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
648,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
649,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
650,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
651,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
652,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
653,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
654,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
655,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
656,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
657,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
658,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
659,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
660,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
661,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
662,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
