Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZT_M_R
321,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
322,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
324,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
325,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
326,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
327,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
328,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
331,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
334,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
336,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
337,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
338,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
339,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
340,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
342,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
343,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
344,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
346,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
348,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
352,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
365,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
366,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
367,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
370,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
375,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
376,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
384,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
386,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
387,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
388,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
391,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
392,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
393,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
396,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
397,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
400,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
401,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
403,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
407,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
408,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
410,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
413,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
414,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
418,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
422,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
423,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
424,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
425,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
427,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
429,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
430,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
431,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
432,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
433,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
434,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
435,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
436,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
437,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
438,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
439,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
440,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
443,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
446,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
447,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
448,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
449,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
450,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
453,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
454,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
458,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
460,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
461,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
462,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
463,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
464,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
465,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
466,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
467,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
468,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
469,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
471,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
473,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
474,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
475,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
476,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
477,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
479,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
480,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
481,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
482,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
483,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
484,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
485,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
486,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
487,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
488,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
489,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
490,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
491,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
492,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
497,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
499,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
502,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
503,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
504,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
505,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
507,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
508,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
509,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
510,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
511,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
513,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
514,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
516,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
517,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
518,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
519,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
520,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
522,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
525,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
526,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
527,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
528,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
532,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
533,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
534,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
535,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
539,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
543,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
544,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
546,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
547,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
550,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
552,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
553,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
554,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
555,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
556,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
557,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
558,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
559,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
560,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
561,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
563,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
565,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
566,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
567,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
568,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
569,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
587,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
599,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
625,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
630,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
631,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
633,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
634,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
636,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
637,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
638,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
639,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
640,NULL,NULL,Water,NULL,Water,Cropland,NULL,Grassland
641,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
642,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
643,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
644,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
645,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
646,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
647,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
648,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
649,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
650,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
651,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
652,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
653,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
654,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
655,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
656,NULL,NULL,Water,NULL,Water,Water,Water,Water
657,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
658,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
659,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
660,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
661,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
662,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
663,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
664,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
665,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
666,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
667,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
668,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
669,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
670,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
671,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
672,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
673,NULL,NULL,Water,Water,Water,Wetland,Water,Water
