Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFS_M_R
337,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
338,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
339,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
340,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
341,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
342,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
343,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
344,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
345,NULL,NULL,Water,Water,Water,Wetland,Water,Water
346,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
347,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
348,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
349,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
350,NULL,NULL,Water,Water,Water,Water,Wetland,Water
351,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
352,NULL,NULL,Water,Water,Water,Water,Water,Grassland
353,NULL,NULL,Water,Water,Water,Water,Water,Water
354,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
371,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
391,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
394,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
395,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
396,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
398,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
399,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
400,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
401,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
403,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
404,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
405,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
406,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
407,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
408,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
409,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
410,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
413,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
414,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
415,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
416,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
417,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
418,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
419,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
420,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
422,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
423,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
424,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
426,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
427,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
428,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
430,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
431,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
432,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
433,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
435,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
436,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
438,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
439,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
440,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
442,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
443,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
445,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
447,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
448,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
449,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
450,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
451,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
452,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
453,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
454,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
455,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
457,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
458,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
459,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
462,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
463,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
464,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
465,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
467,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
470,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
472,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
474,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
475,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
476,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
477,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
479,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
480,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
481,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
482,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
483,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
484,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
485,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
486,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
487,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
488,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
489,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
490,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
491,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
492,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
493,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
494,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
495,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
496,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
497,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
498,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
499,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
500,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
501,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
502,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
503,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
504,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
505,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
506,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
507,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
508,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
509,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
510,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
511,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
512,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
513,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
514,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
515,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
516,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
517,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
518,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
519,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
520,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
521,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
522,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
523,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
524,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
525,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
528,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
529,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
530,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
531,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
532,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
533,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
534,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
535,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
536,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
537,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
538,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
540,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
541,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
542,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
543,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
544,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
545,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
546,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
547,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
548,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
549,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
550,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
551,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
552,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
553,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
554,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
555,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
556,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
557,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
558,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
559,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
560,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
561,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
562,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
563,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
564,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
565,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
566,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
567,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
568,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
569,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
570,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
574,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
576,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
577,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
578,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
579,NULL,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
580,NULL,Wetland,Water,NULL,Water,Water,Grassland,Grassland
581,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
582,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
583,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
584,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
585,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
586,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
587,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Water
588,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Forest
589,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
590,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
591,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
592,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
593,NULL,Wetland,Water,Water,Water,Bareland,Water,Grassland
594,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
595,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
596,NULL,Wetland,Water,Water,Water,Water,Water,Water
597,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
598,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
601,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
603,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
604,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
605,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
606,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
607,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
609,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
610,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
611,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
612,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
613,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
614,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
615,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
616,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
617,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
619,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
622,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
623,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
624,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
625,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
626,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
627,NULL,Bareland,Water,Water,Water,Water,Water,Water
628,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
629,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
630,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
631,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
633,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
635,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
636,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
637,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
638,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
639,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
640,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
641,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
643,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
644,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
645,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
646,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
647,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
650,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
651,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
653,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
654,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
655,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
656,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
657,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
658,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
659,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
660,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
661,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
662,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
663,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
664,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
665,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
666,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
667,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
668,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
669,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
670,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
671,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
672,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
673,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
674,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Bareland,Grassland
675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
