Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R
1700,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1702,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1703,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1705,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1706,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1707,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1708,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1709,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1710,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1711,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1712,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1713,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1715,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1716,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1718,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1719,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1720,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1721,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1722,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1724,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1726,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1727,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1728,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1729,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1730,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1731,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1732,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1733,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1734,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1735,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1736,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1737,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1741,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1742,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1744,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1745,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1746,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1747,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1749,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1750,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1751,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1752,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1757,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1759,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1760,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1761,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1762,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1763,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1764,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1765,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1767,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1768,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1770,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1771,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1772,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1773,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1774,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1775,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1776,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1778,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1779,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1780,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1781,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1782,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1783,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1784,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1785,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1786,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1787,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1788,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1789,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1790,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1791,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1792,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1793,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1794,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1795,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1796,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1797,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1798,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1799,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1800,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1801,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1802,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1804,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1805,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1808,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1809,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1811,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1812,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1813,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1814,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1815,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1816,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1817,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1819,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1820,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1821,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1822,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1824,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1825,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1826,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1827,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1828,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1829,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1830,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1831,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1832,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1833,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1834,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1835,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1836,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1837,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1838,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1839,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1840,Water,NULL,Water,Water,Water,NULL,NULL,Water
1841,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1842,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1843,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1845,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1846,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1847,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1848,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1850,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1851,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1852,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1853,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1854,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1855,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1856,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1857,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1858,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1859,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1860,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1861,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1862,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1863,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1864,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1865,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1866,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1867,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1868,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1871,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1872,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1873,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1874,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1875,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1876,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1877,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1878,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1879,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1880,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1881,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1882,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1883,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1884,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1885,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1886,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1887,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1888,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1889,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1890,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1891,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1892,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1893,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1894,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1895,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1896,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1897,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1898,Water,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1899,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1900,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1901,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1902,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1903,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1904,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1905,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1906,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1907,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1908,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1909,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1910,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1911,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1912,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1913,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1914,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1915,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1916,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1917,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1918,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1919,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1920,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1921,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1922,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1923,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1924,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1925,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1926,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1927,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1928,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1929,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1930,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1931,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1932,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1933,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1934,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1935,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1936,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1937,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1938,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1939,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1940,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1941,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1943,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1944,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1945,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1946,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1947,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1948,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1949,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1950,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1951,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1952,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1953,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1954,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1955,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1956,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1957,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1958,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1959,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1960,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1961,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1962,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1963,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1964,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1965,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1966,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1967,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1968,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1969,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1970,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1971,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1972,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1973,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1974,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1975,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1976,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1977,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1978,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1979,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1980,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1981,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1982,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1983,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1984,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1985,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1986,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1987,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1988,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1989,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1990,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1991,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1992,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1993,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1994,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1995,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1996,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1997,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1998,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1999,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2000,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2001,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2002,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2003,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2004,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2005,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2006,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2007,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2008,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2009,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2010,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2011,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2012,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2013,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2016,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2017,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2018,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2023,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2024,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2025,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2026,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2027,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2028,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2029,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2030,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2031,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2032,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2033,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2034,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2035,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2036,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2037,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2038,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2039,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2040,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2041,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2042,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2043,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2044,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2045,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2046,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2047,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2048,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2050,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2051,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2052,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
