Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
2705,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2706,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2707,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2708,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2709,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2710,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2711,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2712,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2713,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2714,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2715,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2716,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2717,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2718,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2719,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2720,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2721,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2722,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2723,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2724,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2725,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2726,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2727,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2728,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2729,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2730,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
2731,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2732,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2733,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2734,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2735,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2736,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2737,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2738,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
2739,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2740,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
2741,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2742,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2743,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
2744,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2745,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2746,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2747,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2748,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2749,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2750,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
2751,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2752,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2753,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2754,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2755,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2756,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2757,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2758,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2759,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2760,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2761,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2762,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2763,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2764,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2765,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2766,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2767,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2768,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2769,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2770,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2771,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2772,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2773,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2774,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2775,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2776,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2777,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2778,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2779,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2780,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2781,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2782,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2783,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2784,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2785,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2786,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2787,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2788,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2789,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2790,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2791,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2792,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
2793,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2794,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2795,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2796,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2797,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2798,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
2799,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2800,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2801,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2802,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2803,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2804,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2805,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2806,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2807,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2808,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2809,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2810,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2811,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
2812,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2813,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2814,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2815,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2816,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2817,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2818,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2819,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2820,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2821,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2822,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2823,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2824,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2825,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2826,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2827,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2828,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2829,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2830,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2831,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2832,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2833,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2834,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2835,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2836,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2837,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2838,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
2839,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
2840,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2841,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2842,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2843,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
2844,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
2845,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
2846,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2847,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2848,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
2849,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
2850,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2851,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2852,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2853,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2854,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2855,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2856,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2857,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2858,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2859,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2860,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2861,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2862,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2863,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2864,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2865,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2866,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2867,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2868,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
2869,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2870,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2871,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2872,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
2873,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
2874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
2876,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2877,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2878,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2879,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2880,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2881,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2882,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2883,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2884,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2885,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2886,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2887,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2888,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2889,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2890,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2891,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2892,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2893,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2894,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2895,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
2896,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2897,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
2898,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2899,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
2900,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2901,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2902,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2903,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2904,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2905,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2906,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2907,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2908,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
2909,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2910,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2911,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2912,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2913,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2914,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2915,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2916,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2917,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2918,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2919,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
2920,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2921,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2922,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
2923,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
2924,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2925,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
2926,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
2927,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
2928,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
2929,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2930,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2931,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2932,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2933,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2934,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2935,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2936,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2937,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2938,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
2939,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
2940,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,NULL
2941,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
2942,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
2943,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2944,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
2945,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
2946,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2947,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2948,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2949,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
2950,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
2951,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2952,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2953,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
2954,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
2955,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
2956,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
2957,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
2958,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2959,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
2960,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2961,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2962,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2963,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2964,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2965,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
2966,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2967,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2968,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2969,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2970,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2971,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2972,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
2973,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2974,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2975,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2976,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2977,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2978,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2979,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2980,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2981,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2982,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2983,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2984,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2985,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2986,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2987,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2988,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2989,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2990,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2991,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
2992,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2993,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
2994,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2995,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
2996,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2997,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2998,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2999,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3000,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3001,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3002,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3003,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3004,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
3005,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3006,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3007,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3008,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3009,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3010,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3011,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3012,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3013,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3014,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3015,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
3016,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3017,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3018,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3019,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
3020,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3021,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3022,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3023,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
3024,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
3025,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
