Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
322,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Bareland
323,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
325,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
326,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
327,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
344,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Bareland
345,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
348,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
352,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
371,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
373,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
375,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
376,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
380,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
381,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
382,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
383,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
384,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
385,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
386,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
387,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
388,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
389,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
390,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
391,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
392,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
393,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
394,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
395,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
396,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
397,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
398,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Water
399,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
401,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Cropland
402,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
403,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Bareland
404,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
405,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
406,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
407,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
408,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Forest
409,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
410,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
411,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
413,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
414,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
416,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
419,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
420,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
423,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
424,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
426,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
427,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
428,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
429,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
430,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
431,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
433,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
434,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
437,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
439,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
440,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
441,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
442,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
443,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
444,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
445,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
446,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
447,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
448,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Bareland
449,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
450,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
451,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Bareland
452,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Water
453,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Forest
454,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Cropland
456,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
457,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
458,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
459,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
460,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
461,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
462,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
463,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
464,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
465,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
466,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
467,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
468,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
469,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
470,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
471,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
472,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
473,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
474,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
475,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
476,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
477,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
478,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
479,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
480,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
481,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
482,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
484,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
486,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
487,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
498,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
500,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Cropland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Built-up
503,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
505,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
506,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
507,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
508,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
509,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
510,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
511,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
512,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
513,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
514,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
515,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
516,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
517,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
518,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
519,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
520,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Bareland
521,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
522,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
523,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
524,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
525,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
526,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
527,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
528,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
529,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
530,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
531,NULL,NULL,Water,Water,Water,Cropland,NULL,Grassland
532,NULL,NULL,Water,Water,Water,Cropland,Water,Water
533,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
534,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
535,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
536,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
537,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
538,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
539,NULL,NULL,Water,Water,Water,Wetland,Water,Water
540,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
541,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
542,NULL,NULL,Water,Water,Water,Water,Water,Grassland
543,NULL,NULL,Water,Water,Water,Water,Water,Wetland
544,NULL,NULL,Water,Water,Water,Water,Water,Water
545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
557,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
559,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
563,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
564,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
565,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
573,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Bareland
577,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Built-up
579,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
582,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
586,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
590,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
591,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
592,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
593,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
594,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
596,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
598,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
602,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
606,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
613,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
617,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
618,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
619,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
620,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
621,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
623,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
624,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
625,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
626,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
627,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
628,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
629,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
630,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
631,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
632,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
634,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
635,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
636,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
637,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
638,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
639,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
640,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
641,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
642,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
644,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
645,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
646,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
647,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
648,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
649,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
650,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
651,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
652,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
653,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
