Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
348,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
351,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
355,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
368,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
376,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
377,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
403,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
405,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
407,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
409,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
410,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Water
411,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
412,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
413,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
415,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Built-up
416,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
419,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
420,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
421,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
423,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
424,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
425,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
426,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
427,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
428,NULL,NULL,Wetland,NULL,NULL,Wetland,Grassland,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
432,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
433,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
445,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
458,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
459,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
462,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
466,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
471,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
473,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
474,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
475,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
476,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
477,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
478,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
481,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
482,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
483,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
484,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
485,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
486,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
487,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
488,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
489,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
491,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
492,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
494,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
495,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
498,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
499,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
500,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
501,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
503,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
504,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
505,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
506,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
507,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
510,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
511,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
512,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
513,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
514,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
515,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
516,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
517,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
518,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
519,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
520,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
521,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
522,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Built-up
523,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
525,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
527,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Bareland
528,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
529,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Forest
530,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
531,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
532,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
533,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
534,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
535,NULL,NULL,Wetland,NULL,Wetland,Built-up,Forest,Grassland
536,NULL,NULL,Wetland,NULL,Wetland,Built-up,Forest,Forest
537,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
539,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
541,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
542,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
543,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
544,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
545,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
546,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
547,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
552,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
553,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
554,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
556,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
557,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
558,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
559,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
560,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
561,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
562,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
564,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
565,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
566,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
567,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
568,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
569,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
570,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
571,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
572,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
573,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
574,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
575,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
576,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
577,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
578,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
579,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
581,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
582,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
583,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
584,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
585,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
587,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
588,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
589,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
591,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
592,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
593,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
595,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
596,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
597,NULL,NULL,Wetland,Water,NULL,Grassland,Water,Grassland
598,NULL,NULL,Wetland,Water,NULL,Bareland,Water,Grassland
599,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
601,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
602,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
603,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Grassland
604,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
605,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
607,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
608,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
610,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
611,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
612,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
613,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
614,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
615,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
617,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
618,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
619,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
620,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
621,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
625,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
627,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
628,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
629,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
631,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
632,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
633,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
634,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
635,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
636,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
637,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
638,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
639,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
641,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
642,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
643,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
644,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
645,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
646,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
647,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
648,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
649,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
651,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
657,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
661,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
662,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
663,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
664,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
665,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
666,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
667,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
668,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
669,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
