Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R
6830,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6831,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
6832,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
6833,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6834,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6835,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6836,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6837,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
6838,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
6839,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6840,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6841,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6842,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6843,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
6844,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6845,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6846,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6847,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6848,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
6849,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
6850,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6851,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6852,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
6853,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
6854,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6855,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
6856,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6857,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6858,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
6859,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
6860,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
6861,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
6862,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
6863,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
6864,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6865,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
6866,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6867,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6868,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6869,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6870,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6871,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6872,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6873,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6874,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6875,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6876,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6877,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6878,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6879,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6880,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6881,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6882,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6883,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6884,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6885,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
6886,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6887,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6888,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6889,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6890,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6891,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6892,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6893,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6894,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6895,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6896,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6897,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
6898,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6899,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6900,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6901,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6902,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
6903,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6904,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
6905,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
6906,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6907,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
6908,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6909,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
6910,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6911,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
6912,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6913,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6914,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6915,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
6916,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
6917,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6918,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
6919,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6920,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
6921,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6922,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
6923,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
6924,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Cropland
6925,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6926,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6927,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6928,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6929,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6930,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
6931,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
6932,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6933,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6934,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6935,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
6936,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6937,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6938,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6939,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
6940,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
6941,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
6942,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Cropland
6943,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
6944,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
6945,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6946,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
6947,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6948,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6949,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6950,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
6951,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6952,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6953,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
6954,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6955,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6956,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6957,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
6958,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6959,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6960,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
6961,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
6962,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
6963,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6964,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
6965,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
6966,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6967,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
6968,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6969,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6970,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
6971,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6972,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6973,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
6974,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6975,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
6976,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
6977,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6978,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6979,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6980,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
6981,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6982,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
6983,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6984,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
6985,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
6986,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6987,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
6988,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
6989,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6990,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6991,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6992,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6993,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6994,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6995,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6996,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
6997,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6998,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6999,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7000,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7001,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7002,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7003,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7004,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7005,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7006,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7007,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7008,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7009,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7010,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
7011,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7012,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7013,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7014,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7015,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7016,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7017,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7018,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
7019,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
7020,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
7021,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
7022,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
7023,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7024,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
7025,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
7026,Grassland,NULL,Water,NULL,Water,NULL,Water,Wetland
7027,Grassland,NULL,Water,NULL,Water,NULL,Forest,Water
7028,Grassland,NULL,Water,NULL,Water,NULL,Forest,Forest
7029,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,NULL
7030,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
7031,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
7032,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
7033,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Water
7034,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
7035,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7036,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
7037,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
7038,Grassland,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
7039,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
7040,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
7041,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
7042,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Forest
7043,Grassland,NULL,Water,NULL,Water,Water,NULL,NULL
7044,Grassland,NULL,Water,NULL,Water,Water,NULL,Grassland
7045,Grassland,NULL,Water,NULL,Water,Water,Shrubland,NULL
7046,Grassland,NULL,Water,NULL,Water,Water,Grassland,NULL
7047,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
7048,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
7049,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
7050,Grassland,NULL,Water,NULL,Water,Forest,Forest,Forest
7051,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
7052,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
7053,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
7054,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
7055,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
7056,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Forest
7057,Grassland,NULL,Water,Non_Water,Water,NULL,Forest,Forest
7058,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
7059,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
7060,Grassland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
7061,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
7062,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
7063,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
7064,Grassland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
7065,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
7066,Grassland,NULL,Water,Non_Water,Water,Wetland,Built-up,Wetland
7067,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,NULL
7068,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Cropland
7069,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7070,Grassland,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
7071,Grassland,NULL,Water,Non_Water,Water,Wetland,Forest,Water
7072,Grassland,NULL,Water,Non_Water,Water,Bareland,NULL,Cropland
7073,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
7074,Grassland,NULL,Water,Non_Water,Water,Water,NULL,NULL
7075,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
7076,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
7077,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
7078,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
7079,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
7080,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
7081,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
7082,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
7083,Grassland,NULL,Water,Non_Water,Water,Water,Forest,NULL
7084,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
7085,Grassland,NULL,Water,Non_Water,Water,Forest,Water,Wetland
7086,Grassland,NULL,Water,Non_Water,Water,Forest,Forest,NULL
7087,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
7088,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
7089,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
7090,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
7091,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
7092,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
7093,Grassland,NULL,Water,Water,Water,NULL,Water,Wetland
7094,Grassland,NULL,Water,Water,Water,NULL,Forest,Water
7095,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
7096,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,NULL
7097,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
7098,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
7099,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,NULL
7100,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
7101,Grassland,NULL,Water,Water,Water,Shrubland,Water,Grassland
7102,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7103,Grassland,NULL,Water,Water,Water,Wetland,NULL,Grassland
7104,Grassland,NULL,Water,Water,Water,Wetland,Shrubland,NULL
7105,Grassland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
7106,Grassland,NULL,Water,Water,Water,Wetland,Water,NULL
7107,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
7108,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
7109,Grassland,NULL,Water,Water,Water,Wetland,Forest,NULL
7110,Grassland,NULL,Water,Water,Water,Wetland,Forest,Wetland
7111,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
7112,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
7113,Grassland,NULL,Water,Water,Water,Water,Shrubland,Forest
7114,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
7115,Grassland,NULL,Water,Water,Water,Water,Water,Water
7116,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7117,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7118,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7119,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7120,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7121,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7122,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7123,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7124,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7125,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7126,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7127,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7128,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7129,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7130,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7131,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7132,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7133,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7134,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7135,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
7136,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7137,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7138,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7139,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
7140,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7141,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
7142,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7143,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7144,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7145,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7146,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7147,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7148,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7149,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
7150,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
7151,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7152,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7153,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7154,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7155,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7156,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7157,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7158,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7159,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7160,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7161,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7162,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7163,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
7164,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7165,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7166,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7167,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
7168,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
