Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
1512,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1513,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1514,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1515,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1516,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1517,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1518,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1519,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1520,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1521,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1522,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1523,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1524,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1525,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1528,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1529,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1530,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1531,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1532,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1533,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1534,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1535,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1536,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1537,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1538,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1539,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1540,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1541,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1542,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1543,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1544,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1545,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1546,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1547,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1548,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1549,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1550,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1552,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1553,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1554,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1555,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1556,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1557,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1558,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1559,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1560,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1561,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1562,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1563,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1564,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1565,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1566,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1567,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1568,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1569,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1574,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1575,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1576,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1577,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1578,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1579,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1580,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1581,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1582,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1583,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1584,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1585,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1586,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1587,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1588,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1589,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1590,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1591,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1592,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1593,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1594,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1595,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1596,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1597,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1598,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1599,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1600,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1601,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1602,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1603,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1604,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1605,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1606,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1607,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1608,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1609,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1610,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1611,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1612,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1613,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1614,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1615,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1616,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1617,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1618,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1619,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1620,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1621,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1622,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1623,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1624,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1625,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1626,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1627,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1628,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1629,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1630,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1631,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1632,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1633,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1634,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1635,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1636,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
1637,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
1638,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
1639,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1640,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1641,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Built-up
1642,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1643,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1644,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1645,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1646,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1647,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
1648,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
1649,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1650,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1651,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1652,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
1653,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
1654,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1655,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Built-up
1656,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Forest
1657,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1658,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1659,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1660,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1661,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1662,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1663,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1664,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1665,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1666,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1667,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1668,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1669,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1670,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1671,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1672,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1673,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1674,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1675,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1676,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1677,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1678,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1679,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1680,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1681,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1682,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1683,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1684,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1685,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1686,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1687,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1688,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1689,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1691,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1692,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1693,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1694,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1695,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1696,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1697,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1698,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1699,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1700,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1701,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1702,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1703,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1704,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1705,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1706,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1707,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1708,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1709,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1710,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1711,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1712,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1713,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1714,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1715,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1716,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1717,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1718,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1719,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1720,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1721,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1722,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1723,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1724,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1725,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1726,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1727,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1728,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1729,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1730,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1731,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1732,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1733,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1734,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1735,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1736,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1737,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1738,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1739,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1740,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1741,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1742,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1743,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1744,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1745,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1746,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1747,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
1748,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1749,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1750,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1751,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1752,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1753,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1754,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1755,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1756,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1757,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
1758,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1759,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
1760,NULL,Built-up,Water,Water,Water,NULL,Built-up,Forest
1761,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
1762,NULL,Built-up,Water,Water,Water,Water,Water,Forest
1763,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1765,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1766,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1767,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1768,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1769,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1770,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1771,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1772,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1773,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1774,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1775,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1776,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1777,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1778,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1779,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1780,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1781,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1782,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1783,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1784,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1785,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1786,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1788,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1789,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1790,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1791,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1792,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1793,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1794,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1795,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1796,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1797,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1798,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1799,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1800,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1801,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1802,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1803,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1804,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1805,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1806,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1807,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1808,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1809,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1810,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1811,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1812,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1813,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1814,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1815,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1816,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1817,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1818,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1819,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1820,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1821,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
1822,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1823,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1824,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1825,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1826,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1827,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1828,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1829,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1830,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1831,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1832,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
