Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
3843,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3844,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3845,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3846,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3847,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3848,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3849,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3850,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3851,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3852,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3853,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3854,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3855,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3856,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3857,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3858,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3859,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3860,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3861,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3862,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
3863,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3864,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3865,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3866,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3867,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3868,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3869,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3870,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3871,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3872,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3873,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3874,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3875,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3876,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3877,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3878,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3879,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3880,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3881,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3882,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3883,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3884,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3885,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3886,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3887,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
3888,NULL,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3889,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3890,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3891,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
3892,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3893,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3894,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
3895,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
3896,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3897,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3898,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
3899,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3900,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3901,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3902,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3903,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3904,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,NULL
3905,NULL,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3906,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3907,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3908,NULL,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
3909,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3910,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3911,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
3912,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
3913,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3914,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
3915,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3916,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3917,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3918,NULL,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
3919,NULL,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
3920,NULL,Water,Wetland,Water,Wetland,NULL,Grassland,Water
3921,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3922,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3923,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
3924,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
3925,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3926,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3927,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
3928,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
3929,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Water
3930,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3931,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3932,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
3933,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3934,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3935,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3936,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3937,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3938,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3939,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3940,NULL,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
3941,NULL,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
3942,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3943,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3944,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3945,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3946,NULL,Water,Water,NULL,Water,NULL,Shrubland,Grassland
3947,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
3948,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
3949,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
3950,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
3951,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
3952,NULL,Water,Water,NULL,Water,Water,Water,Grassland
3953,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
3954,NULL,Water,Water,Water,Water,Water,Shrubland,Water
3955,NULL,Water,Water,Water,Water,Water,Water,Grassland
3956,NULL,Water,Water,Water,Water,Water,Water,Water
3957,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3958,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3959,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3960,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3961,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3962,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3963,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3964,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3965,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
3966,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3967,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3968,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3969,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3970,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3971,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3972,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3973,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3974,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3975,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3976,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
3977,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3978,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
3979,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3980,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3981,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3982,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3983,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3984,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3985,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3986,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3987,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3988,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3989,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3990,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3991,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3992,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3993,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3994,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
3995,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3996,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3997,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3998,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
3999,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4000,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4001,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
4002,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4003,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4004,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4005,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4006,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
4007,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4008,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4009,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4010,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4011,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4012,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
4013,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4014,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4015,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4016,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4017,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4018,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4019,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4020,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4021,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
4022,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4023,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4024,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4025,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4026,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4027,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
4028,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4029,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4030,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4031,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4032,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4033,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
4034,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4035,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
4036,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
4037,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,NULL
4038,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
4039,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
4040,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4041,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
4042,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
4043,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
4044,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
4045,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
4046,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
4047,NULL,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4048,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4049,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4050,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4051,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4052,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4053,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4054,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4055,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4056,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4057,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4058,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4059,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4060,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4061,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4062,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4063,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4064,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4065,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4066,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4067,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4068,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4069,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4070,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4071,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4072,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4073,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4074,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4075,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
4076,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4077,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4078,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4079,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4080,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4081,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4082,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4083,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4084,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4085,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4086,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4087,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4088,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4089,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4090,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4091,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4092,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4093,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4094,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4095,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4096,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4097,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4098,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4099,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4100,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4101,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4102,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4103,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4104,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4105,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4106,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4107,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4108,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4109,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4110,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4111,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4112,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4113,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4114,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4115,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4116,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4117,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4118,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4119,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4120,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4121,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4122,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4123,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4124,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4125,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4126,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4127,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4128,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4129,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4130,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4131,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4132,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4133,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4134,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4135,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4136,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4137,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4138,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4139,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4140,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4141,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4142,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4143,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4144,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4145,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4146,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4147,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4148,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4149,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4150,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4151,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4152,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4153,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4154,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4155,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4156,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4157,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4158,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4159,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4160,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4161,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4162,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4163,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4164,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4165,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4166,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4167,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4168,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4169,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4170,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4171,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4172,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4173,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4174,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4175,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4176,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4177,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4178,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
