Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
324,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
326,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
327,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
331,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
332,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
333,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Bareland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Forest
339,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
342,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
373,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
389,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
390,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
409,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
423,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
425,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
426,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
427,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
431,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
432,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
433,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
434,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
435,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
439,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
441,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
443,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
446,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
449,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
450,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
451,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Built-up,Grassland
452,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
453,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
454,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
455,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
457,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
458,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
459,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
460,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
461,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
462,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
463,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
464,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
465,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
488,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
489,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
492,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
495,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
498,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
500,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
501,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
503,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
504,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
505,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
507,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
508,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
509,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
513,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
514,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
515,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
516,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
517,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
518,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
520,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
521,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
522,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
523,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
525,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
526,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
527,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
530,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
531,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
533,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
534,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
535,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
536,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
537,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
538,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
539,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
542,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
543,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
548,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
551,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
552,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
556,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
557,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
559,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
561,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
563,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
567,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
569,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
570,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
571,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
572,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
573,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
574,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
575,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
576,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
577,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
579,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
580,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
582,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
583,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
584,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
585,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
586,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
587,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
588,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
589,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
591,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
592,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
593,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
595,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
596,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
597,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
598,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
599,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Wetland
600,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Wetland
601,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
602,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
603,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
604,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
605,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
606,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
607,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
608,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
609,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
610,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
611,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
612,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
616,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
617,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
618,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
619,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
620,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
621,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
623,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
624,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
625,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
627,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
630,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
634,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
635,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
636,NULL,NULL,Wetland,Water,Wetland,Wetland,Built-up,Grassland
637,NULL,NULL,Wetland,Water,Wetland,Wetland,Built-up,Water
638,NULL,NULL,Wetland,Water,Wetland,Wetland,Built-up,Forest
639,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
641,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
642,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
643,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
644,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
645,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
646,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
647,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
648,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
650,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
651,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
652,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
653,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
654,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
655,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
656,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
657,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
658,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
659,NULL,NULL,Wetland,Water,Wetland,Built-up,Grassland,Grassland
660,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
661,NULL,NULL,Wetland,Water,Wetland,Built-up,Bareland,Grassland
662,NULL,NULL,Wetland,Water,Wetland,Built-up,Bareland,Forest
663,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
664,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Wetland
665,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
666,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
667,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
668,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
669,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
670,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
