Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Built-up
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
376,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
378,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
379,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Water
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
387,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
388,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
391,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
393,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
594,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
595,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
596,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
597,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
598,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
599,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
600,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
601,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
602,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
604,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
605,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
606,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Water
607,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
608,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
610,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
612,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
613,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
614,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
615,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
616,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
618,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
619,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
620,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
621,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
625,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
626,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Built-up
628,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Water
629,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
631,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
632,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
633,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
634,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
635,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
636,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
638,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
640,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
641,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
642,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
643,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
644,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
646,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
647,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
648,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
649,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
650,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
651,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
653,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
654,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
655,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
656,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
657,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
658,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
659,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
660,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
661,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
662,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
663,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
664,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
665,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
666,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
