Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
317,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
318,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
319,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
320,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
321,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
322,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
323,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
327,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
328,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
330,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
331,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
332,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
333,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
334,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
335,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
337,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
341,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
342,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,NULL
343,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,NULL
345,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Forest
347,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,NULL
348,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
351,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
353,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
356,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
360,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
361,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
362,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
366,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
368,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
369,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
371,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
373,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
375,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
377,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
379,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
383,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
387,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
388,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
389,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
393,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
394,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
396,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
400,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
401,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
402,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
404,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
415,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
418,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
454,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
465,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
506,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
532,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
534,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
538,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
541,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
545,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
578,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
579,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
581,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
582,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
583,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
584,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
585,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
586,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
589,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
593,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
594,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
595,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
596,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
597,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
598,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
599,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
600,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
601,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
602,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
603,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
604,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
607,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Built-up
608,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
610,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
613,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
614,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
615,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,NULL
616,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
617,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
618,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
619,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,NULL
620,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
622,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
623,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
624,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
625,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
626,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
627,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
628,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
629,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
630,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
631,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
632,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
633,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
634,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
635,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
636,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
637,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
638,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
639,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
640,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
641,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
642,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
643,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
644,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
645,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
646,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Wetland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
