Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
1696,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1697,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1699,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1700,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1701,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1702,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1703,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1704,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1705,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1706,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1708,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1709,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1710,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1711,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1712,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1713,Water,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1714,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1715,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1716,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1717,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1718,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1719,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1721,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1722,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1724,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1725,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1726,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1727,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1728,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1730,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1732,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1733,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1734,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1736,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1738,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1739,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1740,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1741,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1743,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1744,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1745,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1746,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1747,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1748,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1749,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1750,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1751,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1752,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1753,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1754,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1755,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1756,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1757,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1758,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1759,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1760,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1763,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1764,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1765,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1766,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1767,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1768,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1769,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1771,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1772,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1773,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1774,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1777,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1778,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1779,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1780,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1781,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1782,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1783,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1784,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1785,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1786,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1787,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1788,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1789,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1790,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1791,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1792,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1793,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1794,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1795,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1796,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1797,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1799,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1800,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1802,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1803,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1805,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1806,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1807,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1808,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1809,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1810,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1811,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1812,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1813,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1814,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1815,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1816,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1817,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1819,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1821,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1822,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1823,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1825,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1826,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1827,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1828,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1829,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1830,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1831,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1832,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1833,Water,Water,Water,NULL,Water,NULL,NULL,Water
1834,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1835,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1836,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1837,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1838,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1839,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1840,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1841,Water,Water,Water,Water,Water,NULL,NULL,NULL
1842,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1843,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1844,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1845,Water,Water,Water,Water,Water,NULL,NULL,Water
1846,Water,Water,Water,Water,Water,NULL,NULL,Forest
1847,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1848,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1850,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1851,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1853,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1854,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1855,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1856,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1857,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1858,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1860,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1861,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1862,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1863,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1864,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1865,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1866,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1867,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1868,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1869,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1870,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1871,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1872,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1873,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1874,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1875,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1876,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1877,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1878,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1879,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1880,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1881,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1882,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1883,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1884,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1887,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1888,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1889,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1891,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1892,Water,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1893,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1894,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1895,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1896,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1897,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1898,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1899,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1900,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1902,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1903,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1904,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1905,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1906,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1908,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1909,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1910,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1911,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1913,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1914,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1915,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1916,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1917,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1918,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1919,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1920,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1921,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1922,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1923,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1925,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1926,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1928,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1930,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1932,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1933,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1934,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1936,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1937,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1938,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1939,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1941,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1943,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1945,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1947,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1948,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1949,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1950,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1951,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1952,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1953,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1954,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1955,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1956,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1957,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1958,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1959,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1960,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1961,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1962,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1963,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1965,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1966,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1967,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1968,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1969,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1970,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1972,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1973,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1974,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1975,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1976,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1977,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1978,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1979,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1980,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1981,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1984,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1985,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1986,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1988,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1989,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1990,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1991,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1992,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1993,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1994,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1995,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1996,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1997,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1998,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1999,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2000,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2001,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2002,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2003,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2004,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2005,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2006,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2007,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2008,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2009,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2010,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2011,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2012,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2013,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2014,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2016,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2017,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2018,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2019,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2020,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2021,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2022,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2023,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2025,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2026,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2027,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2029,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2031,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2032,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2033,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2034,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
