Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMT_M_R
5524,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5525,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5526,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5527,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5528,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5529,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5530,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5531,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5532,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5533,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5534,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5535,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5536,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5537,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5538,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5539,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5540,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5541,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5542,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5543,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5544,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5545,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5546,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5547,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5548,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5549,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5550,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5551,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5552,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5553,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5554,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
5555,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5556,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5557,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5558,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
5559,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5560,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5561,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5562,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5563,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5564,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5565,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5566,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5567,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5568,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5569,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5570,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5571,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5572,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5573,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5574,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5575,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5576,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5577,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5578,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5579,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5580,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5581,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5582,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5583,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
5584,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5585,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5586,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5587,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5588,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5589,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5590,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5591,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5592,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5593,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5594,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5595,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5596,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5597,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
5598,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5599,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5600,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5601,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5602,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5603,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5604,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5605,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5606,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5607,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5608,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5609,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5610,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5611,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5612,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5613,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5614,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5615,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5616,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5617,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5618,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5619,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5620,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5621,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5622,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5623,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5624,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5625,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
5626,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5627,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5628,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5629,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5630,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
5631,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
5632,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5633,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5634,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5635,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
5636,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5637,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5638,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5639,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5640,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
5641,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
5642,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
5643,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5644,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5645,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5646,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5647,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5648,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5649,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5650,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5651,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5652,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5653,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5654,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5655,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5656,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5657,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5658,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5659,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5660,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5661,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5662,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5663,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5664,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5665,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5666,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5667,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5668,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5669,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5670,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5671,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5672,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5673,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5674,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5675,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5676,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5677,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5678,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5679,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5680,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
5681,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5682,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5683,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5684,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5685,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5686,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5687,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5688,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5689,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5690,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5691,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5692,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5693,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5694,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5695,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5696,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5697,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5698,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5699,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5700,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5701,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5702,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5703,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5704,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5705,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5706,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5707,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5708,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5709,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5710,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5711,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5712,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5713,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5714,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5715,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5716,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5717,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5718,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5719,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5720,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5721,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5722,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5723,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5724,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5725,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5726,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5727,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5728,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5729,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5730,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5731,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5732,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5733,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5734,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5735,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5736,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5737,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5738,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5739,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5740,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5741,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5742,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5743,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5744,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5745,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5746,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5747,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5748,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5749,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5750,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5751,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5752,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5753,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5754,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5755,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5756,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5757,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5758,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
5759,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
5760,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
5761,NULL,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5762,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5763,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5764,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5765,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5766,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5767,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5768,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5769,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5770,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5771,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5772,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5773,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5774,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
5775,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5776,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5777,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5778,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
5779,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5780,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5781,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5782,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5783,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5784,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5785,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5786,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5787,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5788,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5789,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5790,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5791,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5792,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5793,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5794,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5795,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5796,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5797,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5798,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5799,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5800,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5801,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5802,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5803,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5804,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5805,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5806,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
5807,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5808,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5809,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5810,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5811,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5812,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5813,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5814,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5815,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5816,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5817,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5818,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
5819,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5820,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5821,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5822,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5823,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5824,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5825,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
5826,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5827,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5828,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5829,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5830,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5831,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5832,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5833,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5834,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5835,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5836,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
5837,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5838,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5839,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5840,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5841,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5842,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5843,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5844,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5845,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5846,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5847,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
