Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLC_M_R
1677,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1679,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1680,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1683,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1684,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1686,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1687,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1688,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1689,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1690,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1691,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1692,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1693,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1694,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1697,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1698,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1699,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1700,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1701,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1702,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1703,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1704,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1706,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1708,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1709,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1710,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1711,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1712,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1713,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1714,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1715,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1716,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1717,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1718,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1719,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1720,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1721,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1724,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1727,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1728,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1729,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1730,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1731,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1732,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1733,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1734,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1737,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1740,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1741,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1742,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1743,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1744,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1745,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1746,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1747,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1748,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1749,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1750,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1753,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1754,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1758,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1759,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1760,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1761,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1762,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1763,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1767,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1769,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1770,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1771,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1772,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1773,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1774,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1775,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1776,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1777,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1778,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1779,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1780,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1781,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1783,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1784,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1785,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1786,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1787,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1788,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1789,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1790,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1791,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1792,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1793,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1794,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1795,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1796,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1797,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1798,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1799,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1801,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1802,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1803,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1805,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1806,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1807,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1808,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1809,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1810,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1811,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1812,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1813,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1814,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1815,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1816,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1817,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1819,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1821,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1822,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1823,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1825,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1827,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1828,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1829,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1830,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1831,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1832,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1833,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1834,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1835,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1836,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1837,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1838,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1839,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1840,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1841,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1842,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1843,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1844,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1845,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1846,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1847,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1848,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1851,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1852,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1854,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1855,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1856,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1857,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1858,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1859,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1860,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1861,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1862,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1863,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1864,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1865,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1867,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1868,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1869,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1870,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1871,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1872,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1873,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1874,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1875,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1876,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1877,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1879,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1880,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1881,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1882,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1883,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1884,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1885,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1886,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1887,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1888,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1889,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1890,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1891,Water,Water,Water,NULL,Water,NULL,NULL,Water
1892,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1893,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1894,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1895,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1896,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1897,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1898,Water,Water,Water,Water,Water,NULL,NULL,NULL
1899,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1900,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1901,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1902,Water,Water,Water,Water,Water,NULL,NULL,Water
1903,Water,Water,Water,Water,Water,NULL,NULL,Forest
1904,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1905,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1907,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1909,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1910,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1914,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1915,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1916,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1917,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1918,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1919,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1920,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1921,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1922,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1923,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1924,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1925,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1927,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1928,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1930,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1931,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1932,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1933,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1934,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1935,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1936,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1937,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1938,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1939,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1940,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1941,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1943,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1944,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1946,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1947,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1949,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1950,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1951,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1952,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1953,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1954,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1955,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1956,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1957,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1958,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1959,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1960,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1961,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1962,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1963,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1964,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1965,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1966,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1967,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1968,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1969,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1970,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1972,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1973,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1974,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1977,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1978,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1979,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1980,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1981,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1982,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1984,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1985,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1986,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1987,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1988,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1989,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1990,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1991,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1992,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1993,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1994,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1995,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1996,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1997,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1998,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1999,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2000,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2001,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2002,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2003,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2004,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2005,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2006,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2007,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2008,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2009,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2010,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2011,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2012,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2013,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2014,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2015,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2016,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2017,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2018,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2019,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2020,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2021,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2022,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2023,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2024,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2025,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2026,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
