Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMG_M_R
1732,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1733,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1734,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1735,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1736,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1737,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1738,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1739,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1740,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1741,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1742,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1744,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1745,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1746,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1747,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1748,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1749,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1751,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1752,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1757,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1759,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1760,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1761,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1762,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1763,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1764,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1765,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1766,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1767,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1768,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1769,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1770,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1771,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1772,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1773,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1774,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1775,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1776,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1777,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1778,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1779,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1780,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1781,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1783,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1784,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1785,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1786,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1788,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1790,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1791,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1792,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1794,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1795,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1796,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1797,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1798,Cropland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1799,Cropland,Forest,Water,NULL,Water,NULL,NULL,Built-up
1800,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1801,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1802,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1803,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1804,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1805,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1806,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1807,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1808,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1809,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1810,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1812,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1813,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1814,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1815,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1816,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1817,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1818,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1819,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1820,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1821,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1822,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1823,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1824,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1826,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1827,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1828,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1829,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1830,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1831,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1832,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1834,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1835,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1836,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1837,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1838,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1839,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1840,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1841,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1842,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1843,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1844,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1845,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1846,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1847,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1848,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1849,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1850,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1852,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1853,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1855,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1856,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1857,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1858,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1859,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1862,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1863,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1866,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1867,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1868,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1869,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1870,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1871,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1872,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1873,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1874,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1875,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1876,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1877,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1878,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1879,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1880,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1881,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1882,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1883,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1884,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1885,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1886,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1887,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1888,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1889,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1890,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1891,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1892,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1893,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1894,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1895,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1897,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1898,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1899,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1900,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1901,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1902,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1903,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1904,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1905,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1906,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1907,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1908,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1909,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1910,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1911,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1912,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1913,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1914,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1915,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1916,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1917,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1918,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1919,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1920,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1921,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1922,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1923,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1924,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1926,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1927,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1929,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1930,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1931,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1932,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1933,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1934,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1935,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1936,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1937,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1938,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1939,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1940,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1941,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1943,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1944,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1945,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1946,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1947,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1948,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1949,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1950,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1951,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1952,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1953,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1954,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1955,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1956,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1957,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1958,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1959,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1960,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1961,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1962,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1963,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1964,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1965,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1966,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1967,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1968,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1969,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1970,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1971,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1973,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1974,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1975,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1976,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1977,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1978,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1979,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1980,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1981,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1982,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1983,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1984,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1985,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1987,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1988,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1989,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1990,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1991,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1992,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1993,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1994,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1995,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1996,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1997,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1998,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1999,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2000,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2001,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2002,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2003,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2004,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2005,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2006,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2007,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2008,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2009,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2010,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2011,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2012,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2013,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2014,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2015,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2016,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
2017,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2018,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2019,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2020,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2021,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2022,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2023,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2025,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2026,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2027,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2028,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2029,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2030,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2031,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2032,Wetland,Cropland,Water,NULL,Water,NULL,NULL,NULL
2033,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2034,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2035,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2036,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2037,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
2038,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2039,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
2040,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2041,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2042,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2043,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2044,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2045,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
2046,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
2047,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
2048,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
2049,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
2050,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
2051,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2052,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2054,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2055,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2056,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2057,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2058,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2059,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2060,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2061,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2062,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2063,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2064,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2065,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2066,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2067,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2068,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
