Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPP_M_R
1535,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1536,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1537,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1538,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1539,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
1540,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1541,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1542,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1543,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
1544,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
1545,Forest,Water,Wetland,NULL,Wetland,NULL,Water
1546,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
1547,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1548,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
1549,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
1550,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
1551,Forest,Water,Wetland,Water,Wetland,NULL,Water
1552,Forest,Water,Wetland,Water,Wetland,NULL,Forest
1553,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1554,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1555,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1556,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1557,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water
1558,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1559,Forest,Water,Water,NULL,Water,NULL,Grassland
1560,Forest,Water,Water,NULL,Water,NULL,Wetland
1561,Forest,Water,Water,NULL,Water,NULL,Water
1562,Forest,Water,Water,NULL,Water,NULL,Forest
1563,Forest,Water,Water,Non_Water,Water,NULL,Wetland
1564,Forest,Water,Water,Non_Water,Water,NULL,Water
1565,Forest,Water,Water,Non_Water,Water,NULL,Forest
1566,Forest,Water,Water,Water,Water,NULL,Grassland
1567,Forest,Water,Water,Water,Water,NULL,Wetland
1568,Forest,Water,Water,Water,Water,NULL,Water
1569,Forest,Water,Water,Water,Water,NULL,Forest
1570,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1571,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1572,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1573,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
1574,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
1575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1576,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1577,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1578,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1579,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
1580,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
1581,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
1582,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
1583,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1584,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1585,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland
1586,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1587,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1588,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1589,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
1591,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1592,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1597,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1598,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1599,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1600,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1601,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1602,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1603,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Cropland
1604,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1605,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1606,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1608,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1609,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1610,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1611,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1612,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1613,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1614,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
1615,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1616,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
1617,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1618,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Cropland
1619,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1620,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1621,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1622,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1623,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1624,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1625,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1626,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1627,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
1628,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
1629,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
1630,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
1631,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1632,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1633,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
1634,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1635,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
1636,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
1637,Forest,Forest,Wetland,Water,Wetland,NULL,Water
1638,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
1639,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1640,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1641,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water
1642,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1643,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1644,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
1645,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water
1646,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1647,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1648,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
1649,Forest,Forest,Water,NULL,Water,NULL,Grassland
1650,Forest,Forest,Water,NULL,Water,NULL,Wetland
1651,Forest,Forest,Water,NULL,Water,NULL,Water
1652,Forest,Forest,Water,NULL,Water,NULL,Forest
1653,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
1654,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
1655,Forest,Forest,Water,Non_Water,Water,NULL,Water
1656,Forest,Forest,Water,Non_Water,Water,NULL,Forest
1657,Forest,Forest,Water,Water,Water,NULL,Grassland
1658,Forest,Forest,Water,Water,Water,NULL,Wetland
1659,Forest,Forest,Water,Water,Water,NULL,Water
1660,Forest,Forest,Water,Water,Water,NULL,Forest
1661,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1662,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1663,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
1664,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1665,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1666,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1667,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
1668,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1669,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1670,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1671,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1672,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1673,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1674,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1675,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
1676,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
