Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWQ_M_R
330,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
331,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
332,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
333,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
335,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
341,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
343,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
344,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
347,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
350,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
351,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
352,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
354,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
355,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
356,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
357,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
358,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
359,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
360,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
361,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
362,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
364,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
365,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
368,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
369,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
370,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
382,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
383,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
405,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
406,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
408,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
409,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
410,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
411,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
412,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
413,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
414,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
417,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
418,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
421,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
422,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
423,NULL,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
424,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
425,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
426,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
427,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
428,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
429,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
430,NULL,NULL,Water,NULL,Water,Water,Water,Water
431,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
432,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
433,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
434,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
435,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
436,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
437,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
438,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
439,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
440,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
441,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
442,NULL,NULL,Water,Water,Water,Bareland,Water,Water
443,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
444,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
445,NULL,NULL,Water,Water,Water,Water,Water,Grassland
446,NULL,NULL,Water,Water,Water,Water,Water,Wetland
447,NULL,NULL,Water,Water,Water,Water,Water,Water
448,NULL,NULL,Water,Water,Water,Water,Water,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
476,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
477,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
478,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
482,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
483,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
488,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
492,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
503,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
505,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
506,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
507,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
512,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
513,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
514,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
515,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
516,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
518,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
519,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
520,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
521,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
522,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
542,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
546,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
547,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
549,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
550,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
551,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
554,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
555,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
569,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
570,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
571,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
573,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
577,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
578,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
579,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
580,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
584,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
590,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
594,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
595,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
596,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
597,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
598,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
600,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
601,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
604,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
605,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
606,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
609,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
611,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
612,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
613,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
614,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
618,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
624,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
628,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
629,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
632,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
633,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
634,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
636,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
637,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
638,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
642,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
643,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
644,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
645,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
646,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
647,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
648,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
649,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
650,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
651,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
652,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
653,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
654,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
655,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
656,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
657,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
658,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
659,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
660,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
661,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
662,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
663,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
664,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
665,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
