Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNJ_M_R
1493,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1494,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1495,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1496,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1497,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1498,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1499,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1500,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1501,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1502,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1503,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1504,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1505,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1506,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1507,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1508,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1509,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1510,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1511,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1512,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1513,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1514,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1515,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1516,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1517,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1518,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1519,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1520,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1521,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1522,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1523,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1524,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1525,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1526,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1527,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1528,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1529,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1530,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1531,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1532,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1533,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
1534,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1535,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1536,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1537,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1538,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1539,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1540,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1541,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1542,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1543,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
1544,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1545,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1546,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1547,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1548,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1549,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1550,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1551,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1552,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1553,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1554,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1555,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1556,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1557,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1558,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
1559,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1560,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
1561,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1562,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1563,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1564,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1565,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1566,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1567,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1568,Forest,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1569,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1570,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1571,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1572,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1573,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1574,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1575,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1576,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1577,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1578,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1579,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1580,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1581,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
1582,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1583,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1584,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1585,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1586,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1587,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1588,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1589,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1590,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1591,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1592,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1593,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1594,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1595,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1596,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1597,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1598,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1599,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1600,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1601,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1602,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1603,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1604,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1605,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1606,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1607,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
1611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1613,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1614,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1615,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1616,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1617,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1618,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1619,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1621,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1622,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1623,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1624,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1625,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1626,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1627,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1628,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1629,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1630,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1631,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1632,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1634,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1635,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1636,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1637,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1638,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1639,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1640,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1641,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1642,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1643,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1644,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1645,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1646,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1647,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1648,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1649,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1650,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1651,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1652,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1653,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1654,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1655,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1656,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1657,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1658,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1659,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1660,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1661,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1662,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
1666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1667,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1668,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1669,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1670,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1671,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1672,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
1673,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1679,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1680,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1681,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1682,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1683,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1684,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1690,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1691,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1693,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1694,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1695,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1696,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1697,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1698,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1699,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1700,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1701,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1702,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1703,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1704,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1705,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1706,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1707,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1708,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1709,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
1710,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1711,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1712,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1713,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1714,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1715,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1716,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1717,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1718,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1719,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1720,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1721,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1722,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1723,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1724,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1725,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1726,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
1727,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1728,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1729,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1730,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1731,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
1732,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1733,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1734,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1735,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1736,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1737,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1738,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1739,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1740,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1741,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1742,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1744,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1745,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
1746,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1747,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Bareland
1748,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1749,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1750,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1751,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1752,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1753,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1758,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1759,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1760,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1761,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1762,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
1763,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1764,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1765,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1766,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1767,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1768,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1769,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1770,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1771,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1772,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1773,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1774,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1775,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1776,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1777,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1778,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1779,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1780,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1781,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1782,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1783,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1784,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1785,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1786,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1787,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1788,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1789,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1790,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1791,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
1792,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1793,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1794,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1795,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1796,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
1797,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1798,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1799,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1800,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
1801,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1802,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
1803,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1804,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1805,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1806,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1807,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1808,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1809,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1810,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1811,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1812,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1813,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1814,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1815,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1816,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1817,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1818,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
1819,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1820,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1821,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1822,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1823,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1824,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1825,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
1826,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
1827,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1828,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
1829,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1830,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1831,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1832,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1833,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1834,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1835,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1836,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1837,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1838,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
1839,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
1840,Forest,Forest,Water,NULL,Water,Water,Water,Water
1841,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1842,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1843,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1844,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
