Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFD_M_R
339,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
340,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
342,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
351,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
353,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
355,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
359,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
363,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
376,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
378,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
379,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
380,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
385,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
392,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
395,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
397,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
399,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
400,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
401,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
402,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
404,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
406,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
407,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Water
408,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
409,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
410,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
411,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
412,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
413,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
414,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
415,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
416,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
417,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
418,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
419,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
420,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
421,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
422,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
423,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
424,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
425,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
426,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
427,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
428,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
429,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
430,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
431,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
432,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
433,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
434,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
435,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
436,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
437,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
438,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
439,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
440,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
441,NULL,Cropland,Water,NULL,Water,Water,Water,Water
442,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
444,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
445,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
446,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
447,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
449,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
450,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
451,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
453,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
454,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
455,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
456,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
457,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
458,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
459,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
460,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
461,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
462,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
464,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
465,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
466,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
467,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
468,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
469,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
470,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
471,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
472,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
473,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
474,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
475,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
476,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
477,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
478,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
479,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
480,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
481,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
482,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
483,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
484,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
485,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
486,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
487,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
488,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
489,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
490,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
491,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
492,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
493,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
494,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
495,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
496,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
497,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
498,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
499,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
500,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
501,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
502,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
503,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
504,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
505,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
506,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
507,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
508,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
509,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
510,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
511,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
512,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
515,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
516,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
517,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
519,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
521,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
522,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
524,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
527,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
528,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
529,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
533,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
534,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
535,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
537,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
540,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
541,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
542,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
543,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
544,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
545,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
546,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
547,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
548,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
549,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
550,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
551,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
552,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
553,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
554,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
555,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
556,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
557,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
558,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
559,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
560,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
561,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
562,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
563,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
564,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Forest
565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
606,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
607,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
610,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Built-up
611,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
613,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
614,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
615,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
616,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
634,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
635,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
636,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
637,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
640,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
641,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
642,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
646,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
647,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
648,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
649,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
650,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
651,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Water
652,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
653,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
654,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
655,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
656,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
657,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
658,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
659,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
660,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
661,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
662,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
663,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
664,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
665,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
666,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
667,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
668,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Water
669,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
670,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
671,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
