Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWP_M_R
327,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
329,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
330,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
331,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
332,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
333,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
334,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
336,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
337,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
338,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
340,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
341,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
343,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
344,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
345,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
346,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
347,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
348,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
349,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
350,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
351,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Water
352,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
353,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
354,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
355,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
356,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
357,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
359,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
360,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
363,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
365,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
368,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
369,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
372,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
373,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
375,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
377,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
378,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
379,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
380,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
381,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
382,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
383,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
384,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
385,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
386,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
387,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
388,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
389,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
390,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
391,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
395,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
396,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
397,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
398,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
400,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
401,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
405,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
406,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
407,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
408,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
409,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Forest
410,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
412,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
413,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
414,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
416,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
422,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
423,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
424,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
425,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
427,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
428,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
430,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
441,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
442,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
443,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
444,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
445,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
446,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
454,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
455,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
456,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
459,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
461,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
462,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
463,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
464,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
465,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
466,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
467,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
468,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
469,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
470,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
472,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
473,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
474,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
475,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
476,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
477,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
478,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
479,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
480,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
481,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
482,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
483,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
484,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
486,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
487,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
488,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
490,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
491,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
493,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
494,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
496,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
497,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
500,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
501,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
502,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
503,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
505,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
507,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
508,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
509,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
510,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
511,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
512,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
513,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
514,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
515,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
518,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
519,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
520,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
521,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
522,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
523,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
526,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
527,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
529,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
530,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
531,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
532,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
533,NULL,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
534,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
536,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
537,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
538,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
539,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
540,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
541,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
542,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
544,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
545,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
546,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
547,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
550,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
551,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
552,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
554,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
555,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
556,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
557,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
558,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
560,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
563,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
565,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
570,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
571,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
572,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
573,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
574,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
575,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Water
576,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
577,NULL,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
578,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
579,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
580,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
581,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
582,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
583,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
584,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
586,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
587,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
589,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
591,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
594,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
595,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
597,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
598,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
599,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
600,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
603,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
604,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
605,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
606,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
607,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
608,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
609,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
610,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
611,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
612,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
613,NULL,Water,Water,Water,Water,Bareland,Bareland,Forest
614,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
615,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
617,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
622,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
623,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
624,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
625,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
626,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
627,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
628,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
629,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
630,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
632,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
633,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
636,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
637,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
638,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
642,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
643,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
645,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
646,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
648,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
649,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
650,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
651,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
652,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
653,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
654,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
655,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
656,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
657,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
658,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
659,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
660,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
661,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
662,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
