Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R
1775,Forest,Wetland,Water,Water,Water,Wetland
1776,Forest,Wetland,Water,Water,Water,Water
1777,Forest,Wetland,Water,Water,Water,Forest
1778,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1779,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1780,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1781,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1782,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1783,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1784,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1785,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1786,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1787,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1788,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1789,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1790,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1791,Forest,Wetland,Forest,Water,Non_Wetland,Water
1792,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1793,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1794,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1795,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1796,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1797,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1798,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
1799,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland
1800,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1801,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1802,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1803,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1804,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1805,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland
1806,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
1807,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1808,Forest,Bareland,Wetland,Water,Wetland,Grassland
1809,Forest,Bareland,Wetland,Water,Wetland,Bareland
1810,Forest,Bareland,Wetland,Water,Wetland,Water
1811,Forest,Bareland,Wetland,Water,Wetland,Forest
1812,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1813,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1814,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1815,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1816,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1817,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1818,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1819,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1820,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland
1821,Forest,Bareland,Water,Non_Water,Water,Grassland
1822,Forest,Bareland,Water,Non_Water,Water,Water
1823,Forest,Bareland,Water,Water,Water,Water
1824,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1825,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1826,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1827,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1828,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
1829,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1830,Forest,Bareland,Forest,Water,Non_Wetland,Water
1831,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1832,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1833,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
1834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1836,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1837,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1838,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1839,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1840,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1841,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1842,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1843,Forest,Built-up,Wetland,NULL,Wetland,Forest
1844,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1845,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1846,Forest,Built-up,Wetland,Water,Wetland,Grassland
1847,Forest,Built-up,Wetland,Water,Wetland,Forest
1848,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1849,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1850,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1851,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1852,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1853,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1854,Forest,Built-up,Water,NULL,Water,Forest
1855,Forest,Built-up,Water,Water,Water,Forest
1856,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1857,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1858,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1859,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1860,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1861,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1862,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1863,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1864,Forest,Water,NULL,NULL,Non_Wetland,Water
1865,Forest,Water,NULL,NULL,Non_Wetland,Forest
1866,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1867,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1868,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1869,Forest,Water,NULL,Water,Non_Wetland,Grassland
1870,Forest,Water,NULL,Water,Non_Wetland,Water
1871,Forest,Water,NULL,Water,Non_Wetland,Forest
1872,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1873,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1874,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1875,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1876,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1877,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1878,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1879,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1880,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1881,Forest,Water,Shrubland,Water,Non_Wetland,Water
1882,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1883,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1884,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1885,Forest,Water,Grassland,NULL,Non_Wetland,Water
1886,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1887,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1888,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1889,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1890,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1891,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1892,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1893,Forest,Water,Grassland,Water,Non_Wetland,Water
1894,Forest,Water,Grassland,Water,Non_Wetland,Forest
1895,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1896,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1897,Forest,Water,Cropland,NULL,Non_Wetland,Water
1898,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1899,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1900,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1901,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1902,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1903,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1904,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1905,Forest,Water,Cropland,Water,Non_Wetland,Water
1906,Forest,Water,Cropland,Water,Non_Wetland,Forest
1907,Forest,Water,Wetland,NULL,Wetland,Grassland
1908,Forest,Water,Wetland,NULL,Wetland,Wetland
1909,Forest,Water,Wetland,NULL,Wetland,Water
1910,Forest,Water,Wetland,NULL,Wetland,Forest
1911,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1912,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1913,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1914,Forest,Water,Wetland,Non_Water,Wetland,Water
1915,Forest,Water,Wetland,Non_Water,Wetland,Forest
1916,Forest,Water,Wetland,Water,Wetland,Grassland
1917,Forest,Water,Wetland,Water,Wetland,Cropland
1918,Forest,Water,Wetland,Water,Wetland,Wetland
1919,Forest,Water,Wetland,Water,Wetland,Bareland
1920,Forest,Water,Wetland,Water,Wetland,Water
1921,Forest,Water,Wetland,Water,Wetland,Forest
1922,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1923,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1924,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1925,Forest,Water,Bareland,NULL,Non_Wetland,Water
1926,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1927,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1928,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1929,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1930,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1931,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1932,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1933,Forest,Water,Bareland,Water,Non_Wetland,Water
1934,Forest,Water,Bareland,Water,Non_Wetland,Forest
1935,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1936,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1937,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1938,Forest,Water,Water,NULL,Water,Grassland
1939,Forest,Water,Water,NULL,Water,Wetland
1940,Forest,Water,Water,NULL,Water,Bareland
1941,Forest,Water,Water,NULL,Water,Water
1942,Forest,Water,Water,NULL,Water,Forest
1943,Forest,Water,Water,Non_Water,Water,Grassland
1944,Forest,Water,Water,Non_Water,Water,Wetland
1945,Forest,Water,Water,Non_Water,Water,Bareland
1946,Forest,Water,Water,Non_Water,Water,Water
1947,Forest,Water,Water,Non_Water,Water,Forest
1948,Forest,Water,Water,Water,Water,Grassland
1949,Forest,Water,Water,Water,Water,Wetland
1950,Forest,Water,Water,Water,Water,Bareland
1951,Forest,Water,Water,Water,Water,Water
1952,Forest,Water,Water,Water,Water,Forest
1953,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1954,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1955,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1956,Forest,Water,Forest,NULL,Non_Wetland,Water
1957,Forest,Water,Forest,NULL,Non_Wetland,Forest
1958,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1959,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1960,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1961,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1962,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1963,Forest,Water,Forest,Water,Non_Wetland,Grassland
1964,Forest,Water,Forest,Water,Non_Wetland,Wetland
1965,Forest,Water,Forest,Water,Non_Wetland,Water
1966,Forest,Water,Forest,Water,Non_Wetland,Forest
1967,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1968,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1969,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1970,Forest,Forest,NULL,NULL,Non_Wetland,Water
1971,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1972,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1973,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1974,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1975,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1976,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1977,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1978,Forest,Forest,NULL,Water,Non_Wetland,Water
1979,Forest,Forest,NULL,Water,Non_Wetland,Forest
1980,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1981,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1982,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1983,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1984,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1985,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1990,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1991,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1992,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1993,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1994,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1995,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1996,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1997,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1998,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1999,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2000,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2001,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2006,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2007,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2008,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2009,Forest,Forest,Grassland,Water,Non_Wetland,Water
2010,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2011,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2012,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2013,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2014,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2015,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2016,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2020,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2022,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2023,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2024,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2025,Forest,Forest,Cropland,Water,Non_Wetland,Water
2026,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2027,Forest,Forest,Wetland,NULL,Wetland,NULL
2028,Forest,Forest,Wetland,NULL,Wetland,Grassland
2029,Forest,Forest,Wetland,NULL,Wetland,Wetland
2030,Forest,Forest,Wetland,NULL,Wetland,Water
2031,Forest,Forest,Wetland,NULL,Wetland,Forest
2032,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2033,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2034,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2035,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2036,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2037,Forest,Forest,Wetland,Non_Water,Wetland,Water
2038,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2039,Forest,Forest,Wetland,Water,Wetland,NULL
2040,Forest,Forest,Wetland,Water,Wetland,Grassland
2041,Forest,Forest,Wetland,Water,Wetland,Cropland
2042,Forest,Forest,Wetland,Water,Wetland,Wetland
2043,Forest,Forest,Wetland,Water,Wetland,Bareland
2044,Forest,Forest,Wetland,Water,Wetland,Water
2045,Forest,Forest,Wetland,Water,Wetland,Forest
2046,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2047,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2048,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2049,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2050,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2051,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2052,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2053,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
2054,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2055,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2056,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2057,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2058,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2059,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2060,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2061,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2062,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2063,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2064,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2065,Forest,Forest,Bareland,Water,Non_Wetland,Water
2066,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2067,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2068,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2069,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2070,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2071,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2072,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2073,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2074,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2075,Forest,Forest,Built-up,Water,Non_Wetland,Water
2076,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2077,Forest,Forest,Water,NULL,Water,Grassland
2078,Forest,Forest,Water,NULL,Water,Wetland
2079,Forest,Forest,Water,NULL,Water,Bareland
2080,Forest,Forest,Water,NULL,Water,Water
2081,Forest,Forest,Water,NULL,Water,Forest
2082,Forest,Forest,Water,Non_Water,Water,NULL
2083,Forest,Forest,Water,Non_Water,Water,Grassland
2084,Forest,Forest,Water,Non_Water,Water,Bareland
2085,Forest,Forest,Water,Non_Water,Water,Water
2086,Forest,Forest,Water,Non_Water,Water,Forest
2087,Forest,Forest,Water,Water,Water,Grassland
2088,Forest,Forest,Water,Water,Water,Cropland
2089,Forest,Forest,Water,Water,Water,Wetland
2090,Forest,Forest,Water,Water,Water,Bareland
2091,Forest,Forest,Water,Water,Water,Water
2092,Forest,Forest,Water,Water,Water,Forest
2093,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2094,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2095,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2096,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2097,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2098,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2099,Forest,Forest,Forest,NULL,Non_Wetland,Water
2100,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2101,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2102,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2103,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2104,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2105,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2106,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2107,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2108,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2109,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2110,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2111,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2112,Forest,Forest,Forest,Water,Non_Wetland,Built-up
2113,Forest,Forest,Forest,Water,Non_Wetland,Water
2114,Forest,Forest,Forest,Water,Non_Wetland,Forest
