Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUT_M_R
318,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
319,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
320,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
321,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
322,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
324,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
325,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
326,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
327,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
328,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
329,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
331,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
332,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
333,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
334,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
336,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
337,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
339,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
341,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
343,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
345,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
347,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
348,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
351,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
369,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
370,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
371,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
373,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
374,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
375,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
376,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
377,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
378,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
379,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
380,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
381,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
382,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
383,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
384,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
385,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
386,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
387,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
388,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
389,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
391,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
394,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
395,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
396,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
397,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
398,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
399,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
401,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
402,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
404,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
405,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
406,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
407,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
408,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
409,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
410,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
411,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
412,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
413,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
414,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
415,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
416,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
418,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
419,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
420,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
421,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
422,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
423,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
424,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
425,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
426,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
427,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,NULL
428,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
430,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
431,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
432,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
434,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
435,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
437,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
438,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
439,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
440,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
442,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
443,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
444,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
445,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
446,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
448,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
449,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
450,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
452,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
453,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
454,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
455,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
457,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
459,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
460,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
463,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
465,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
469,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
472,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
475,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
476,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
477,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
478,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
479,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
480,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
481,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
482,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
483,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
484,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
485,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
486,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
487,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
488,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
489,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
490,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
491,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
492,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
493,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
494,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
495,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
496,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
497,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
498,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
499,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
500,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
501,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
502,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
503,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
504,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
505,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
506,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
507,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
508,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
509,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
510,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
511,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
512,NULL,NULL,Water,Water,Water,NULL,NULL,Water
513,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
514,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
515,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
516,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
517,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
518,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
519,NULL,NULL,Water,Water,Water,Water,NULL,Water
520,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
521,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
522,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
524,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
525,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
526,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
527,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
529,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
530,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
531,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
533,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
535,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
537,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
539,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
541,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
542,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
543,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
546,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
547,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
548,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
557,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
559,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
563,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
564,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
566,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
569,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
570,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
571,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
573,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
576,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
578,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
579,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
581,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
584,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
585,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
586,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
588,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
589,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
591,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
592,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
593,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
594,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
595,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
596,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
597,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
598,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
599,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
600,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Bareland
601,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
602,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
603,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
604,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
607,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
609,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
611,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
612,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
613,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
614,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
615,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Bareland
616,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
617,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
618,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
619,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
620,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
622,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
623,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
624,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
625,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
626,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
627,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
628,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
629,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
630,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
631,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
632,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
633,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
634,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
635,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
636,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
637,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
638,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
639,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
640,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
641,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
642,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
644,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
645,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
647,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
648,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
649,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
650,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
651,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
652,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
653,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
654,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
655,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
656,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
657,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
658,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
659,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
660,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
661,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
662,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
663,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
664,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
665,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
666,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
667,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
