Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRE_M_R
2887,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2888,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2889,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2890,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2891,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2892,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2893,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2894,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2895,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2896,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2897,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2898,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2899,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2900,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2901,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2902,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2903,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2904,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2905,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2906,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2907,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2908,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2909,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2910,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2911,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2912,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2913,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2914,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2915,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2916,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2917,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2918,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
2919,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2920,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2921,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2922,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2923,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2924,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2925,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2926,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2927,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2928,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2929,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
2930,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2931,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2932,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2933,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2934,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2935,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2936,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2937,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2938,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2939,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2940,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2941,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2942,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2943,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2944,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2945,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2946,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2947,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2948,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2949,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2950,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2951,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2952,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2953,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2954,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2955,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2956,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2957,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2958,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2959,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2960,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2961,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2962,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2963,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2964,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2965,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
2966,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2967,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2968,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Bareland,Water
2969,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
2970,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2971,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
2972,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2973,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
2974,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
2975,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Wetland
2976,NULL,Cropland,Water,NULL,Water,NULL,Water,Water
2977,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
2978,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Water
2979,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
2980,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2981,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Water
2982,NULL,Cropland,Water,NULL,Water,Grassland,Water,Water
2983,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Water
2984,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2985,NULL,Cropland,Water,Non_Water,Water,NULL,Shrubland,Wetland
2986,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2987,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
2988,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Water
2989,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
2990,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
2991,NULL,Cropland,Water,Water,Water,NULL,Grassland,Grassland
2992,NULL,Cropland,Water,Water,Water,NULL,Grassland,Water
2993,NULL,Cropland,Water,Water,Water,NULL,Water,Water
2994,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
2995,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Cropland
2996,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
2997,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
2998,NULL,Cropland,Water,Water,Water,Grassland,Water,Grassland
2999,NULL,Cropland,Water,Water,Water,Bareland,Water,Water
3000,NULL,Cropland,Water,Water,Water,Water,NULL,Water
3001,NULL,Cropland,Water,Water,Water,Water,Grassland,Grassland
3002,NULL,Cropland,Water,Water,Water,Water,Grassland,Wetland
3003,NULL,Cropland,Water,Water,Water,Water,Grassland,Water
3004,NULL,Cropland,Water,Water,Water,Water,Water,Water
3005,NULL,Cropland,Water,Water,Water,Forest,Grassland,Water
3006,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3007,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3008,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3009,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3010,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3011,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3012,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3013,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3014,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3015,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3016,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3017,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3018,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3019,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3020,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3021,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3022,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3023,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3024,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3025,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3026,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3027,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3028,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3029,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3030,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3031,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3032,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3033,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3034,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3035,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3036,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3037,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3038,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3039,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3040,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3041,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3042,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3043,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3044,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3045,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3046,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3047,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3048,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3049,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3050,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
3051,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3052,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3053,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3054,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3055,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3056,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3057,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3058,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3059,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3060,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3061,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3062,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3063,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3064,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3065,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3066,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3067,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3068,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3069,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3070,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3071,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3072,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3073,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3074,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3075,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3076,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3077,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3078,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3079,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3080,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3081,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3082,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3083,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3084,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3085,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3086,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3087,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3088,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3089,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
3090,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3091,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
3092,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3093,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
3094,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3095,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3096,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3097,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3098,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3099,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3100,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3101,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
3102,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3103,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3104,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3105,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3106,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3107,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
3108,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3109,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3110,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
3111,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3112,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3113,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3114,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3115,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
3116,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
3117,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
3118,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
3119,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3120,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
3121,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
3122,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3123,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3124,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3125,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
3126,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,NULL
3127,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3128,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
3129,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3130,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
3131,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
3132,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3133,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
3134,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3135,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3136,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3137,NULL,Cropland,Forest,Water,Non_Wetland,Water,NULL,NULL
3138,NULL,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
3139,NULL,Cropland,Forest,Water,Non_Wetland,Water,Shrubland,Water
3140,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,NULL
3141,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Cropland
3142,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
3143,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
3144,NULL,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
3145,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,NULL
3146,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
3147,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3148,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3149,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3150,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3151,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3152,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3153,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3154,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3155,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3156,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3157,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3158,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3159,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3160,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3161,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3162,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3163,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3164,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3165,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3166,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3167,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3168,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3169,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3170,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3171,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3172,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3173,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3174,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3175,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3176,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3177,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3178,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3179,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3180,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3181,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3182,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3183,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3184,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3185,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3186,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3187,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3188,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3189,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3190,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3191,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3192,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3193,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3194,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3195,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3196,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3197,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3198,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3199,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3200,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3201,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3202,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3203,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3204,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3205,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3206,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3207,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3208,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3209,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3210,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3211,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3212,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
