Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R
1410,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1411,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1412,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1413,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1414,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1415,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1416,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1417,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1418,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1419,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1420,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1421,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1422,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1423,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1424,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1425,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1426,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1427,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1428,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1429,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1430,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1431,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1432,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1433,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1434,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1435,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1436,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1437,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
1438,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1439,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1440,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1441,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1442,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1443,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1444,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1445,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
1446,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1448,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1449,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1450,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1451,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1452,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1453,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1454,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1455,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1456,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1457,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1458,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1459,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1460,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1461,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1462,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1463,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1464,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1465,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1466,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1467,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1468,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1469,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1470,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1471,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1472,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1473,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1474,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
1475,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
1476,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1477,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1478,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1479,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1480,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
1481,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1482,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1483,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1484,Forest,Wetland,Water,Water,Water,Water,Water,Water
1485,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1486,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
1487,Forest,Wetland,Water,Water,Water,Forest,Water,Water
1488,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1489,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1490,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1491,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1492,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1493,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1494,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1495,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1496,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1497,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1498,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1499,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1500,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1501,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1502,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1503,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1504,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1505,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1506,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1507,Forest,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1508,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1509,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1511,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1512,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1513,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1514,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1515,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1516,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1517,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1518,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1519,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1520,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1521,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1522,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1523,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1524,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1525,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1526,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1527,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1528,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1529,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1530,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1531,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1532,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1533,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1534,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1535,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1537,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1538,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1539,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1540,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1541,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1542,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1543,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1545,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1546,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1547,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1548,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1549,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1550,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1551,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1552,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1553,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1554,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1555,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1556,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1557,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1558,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1559,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1560,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
1561,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1562,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1563,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1564,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1565,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1566,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1567,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1568,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
1569,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1570,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1571,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1572,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1573,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1574,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1575,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1576,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1577,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
1578,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
1579,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1580,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1581,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1582,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1583,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1584,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1585,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1586,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1587,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1588,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1589,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1590,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1591,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1592,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1593,Forest,Built-up,Water,Water,Water,Grassland,NULL,Forest
1594,Forest,Built-up,Water,Water,Water,Grassland,Wetland,Forest
1595,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1597,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1598,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1599,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1600,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1601,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1602,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1603,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1604,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1605,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1606,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1607,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1608,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1609,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1610,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1611,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1612,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1613,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1614,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1615,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1616,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1617,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1618,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1619,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1620,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1621,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1622,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
1623,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1624,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1625,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1626,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1627,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1628,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1629,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1630,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1631,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1632,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1633,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1634,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1635,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1636,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1637,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1638,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1639,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1640,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1641,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1642,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1643,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1644,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1645,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1646,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
1647,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1649,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1650,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1651,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1652,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
1653,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1654,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1655,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
1656,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1657,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1658,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1659,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1660,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1661,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1662,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1663,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1664,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1665,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1666,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1667,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1668,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1669,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1670,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1671,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1672,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1673,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1674,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1675,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1676,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1677,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1678,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1679,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1680,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1681,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1682,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1683,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1684,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1685,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1686,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1687,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1688,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1689,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1690,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1691,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1692,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1693,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1694,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1695,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1696,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1697,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1698,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1699,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
1700,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1701,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1702,Forest,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
1703,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1704,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1705,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1706,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1707,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1708,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
1709,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1710,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1711,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1712,Forest,Water,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
1713,Forest,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
1714,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
1715,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
1716,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
1717,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1718,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1719,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1720,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1721,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1722,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1723,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1724,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1725,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1726,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1727,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1728,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
1729,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1730,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1731,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1732,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1733,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1734,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1735,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1736,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1737,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1738,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1739,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1740,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1741,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1742,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1743,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1744,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1745,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1746,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1747,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1748,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1749,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1750,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1751,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
