Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R
1379,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1380,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1383,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1384,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1385,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1386,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1387,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1388,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1389,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1390,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1391,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1392,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1393,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1394,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1395,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1396,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1397,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1398,Forest,Water,Water,Water,Water,NULL,NULL,Water
1399,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1400,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1402,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1403,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1404,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1406,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1407,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1408,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1409,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1410,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1411,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1414,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1416,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1417,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1418,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1419,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1420,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1421,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1422,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1423,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1424,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1427,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1428,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1429,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1431,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1432,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1433,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1435,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1436,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1437,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1438,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1441,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1442,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1443,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1444,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1445,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1446,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1448,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1449,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1450,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1451,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1452,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1454,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1455,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1456,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1457,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1459,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1460,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1461,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1462,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1463,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1464,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1465,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1466,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1467,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1468,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1469,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1470,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1471,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1472,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1473,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1474,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1475,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1476,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1477,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1478,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1480,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1481,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1482,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1483,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1484,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1485,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1486,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1487,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1488,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1491,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1493,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1494,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1495,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1496,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1497,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1498,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1499,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1500,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1501,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1502,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1503,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1504,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1505,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1506,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1512,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1513,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1514,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1515,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1516,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1517,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1518,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1519,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1520,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1521,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1522,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
