Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFL_M_R
1627,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1628,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
1629,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1630,NULL,NULL,Water,Water,Water,NULL,Grassland,Wetland
1631,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1632,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
1633,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1634,NULL,NULL,Water,Water,Water,NULL,Water,Water
1635,NULL,NULL,Water,Water,Water,NULL,Forest,Grassland
1636,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1637,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
1638,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
1639,NULL,NULL,Water,Water,Water,Shrubland,NULL,Forest
1640,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
1641,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1642,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
1643,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
1644,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1645,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
1646,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1647,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1648,NULL,NULL,Water,Water,Water,Shrubland,Water,Wetland
1649,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1650,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
1651,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1652,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
1653,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1654,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Water
1655,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1656,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1657,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1658,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1659,NULL,NULL,Water,Water,Water,Grassland,Water,Bareland
1660,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1661,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
1662,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
1663,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
1664,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
1665,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
1666,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
1667,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
1668,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1669,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1670,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1671,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1672,NULL,NULL,Water,Water,Water,Wetland,Forest,Water
1673,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1674,NULL,NULL,Water,Water,Water,Bareland,NULL,Wetland
1675,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1676,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
1677,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
1678,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Water
1679,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1680,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1681,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1682,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
1683,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
1684,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1685,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1686,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1687,NULL,NULL,Water,Water,Water,Water,NULL,Water
1688,NULL,NULL,Water,Water,Water,Water,Shrubland,Grassland
1689,NULL,NULL,Water,Water,Water,Water,Shrubland,Wetland
1690,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1691,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1692,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1693,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
1694,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1695,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1696,NULL,NULL,Water,Water,Water,Water,Water,Water
1697,NULL,NULL,Water,Water,Water,Forest,Shrubland,Water
1698,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1699,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1700,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1701,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1702,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1703,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1704,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1705,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1706,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1707,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1708,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1709,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
1710,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1711,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1712,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1713,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1714,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1715,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1716,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1717,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1718,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1719,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1720,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1721,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1722,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1723,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1724,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1725,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1726,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1727,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1728,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1729,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1730,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1731,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1732,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
1733,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1734,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1735,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1736,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1737,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1738,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1739,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1740,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1741,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1742,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1743,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1744,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1745,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1746,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1747,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1748,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1749,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1750,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1751,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1752,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1753,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1754,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1755,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1756,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1757,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1758,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1759,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1760,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1761,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1762,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1763,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1764,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1765,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1766,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1767,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1768,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1769,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
1770,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1771,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1772,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1773,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1774,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1775,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1776,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1777,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1778,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1779,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1780,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1781,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1782,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1783,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1784,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1785,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1786,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1787,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1788,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1789,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1790,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1791,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1792,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1793,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1794,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1795,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1796,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1797,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1798,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1800,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1802,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1803,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1804,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1805,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1806,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1807,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1808,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1809,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1810,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1811,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1812,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1813,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1814,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1815,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1816,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1817,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1818,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1819,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1820,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1821,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1822,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1823,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1824,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1825,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1826,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1827,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1828,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1829,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1830,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1831,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1832,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1833,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1834,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1835,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
1836,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1837,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1838,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1839,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1840,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1841,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1842,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1843,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1844,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1845,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1846,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1847,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1848,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1849,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1850,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1851,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1852,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1853,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1854,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1855,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1856,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1857,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1858,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1859,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1860,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1861,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1862,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1863,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1864,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1865,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1866,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
1867,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1868,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1869,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1870,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1871,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1872,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1873,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1874,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1875,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1876,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1877,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1878,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1879,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1880,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1881,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1882,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1883,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1884,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1885,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1886,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1887,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
1888,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1889,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1890,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1891,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1892,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1893,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1894,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1895,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1896,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1897,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1898,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1899,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1900,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1901,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
1902,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1903,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1904,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1905,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1906,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1907,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1908,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
1909,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1910,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1911,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1912,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1913,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1914,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1915,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1916,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1917,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1918,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1919,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
1920,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1921,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1922,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1923,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1924,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1925,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
1926,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1927,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1928,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1929,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1930,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1931,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1932,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1933,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1934,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1935,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1936,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1937,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1938,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1939,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1940,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1942,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1943,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1944,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1945,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1946,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1947,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1948,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1949,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1950,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1951,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1952,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
1953,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
1954,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
1955,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1956,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1957,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1958,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1959,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1960,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1961,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1962,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
1963,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1964,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1965,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1966,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1967,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1968,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1969,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1970,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1971,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1972,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
