Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUS_M_R
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
330,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
332,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
334,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
337,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
339,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
340,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
342,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
344,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
347,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
348,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
350,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
359,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
360,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
361,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
362,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
371,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
372,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
388,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
389,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
396,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
397,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
401,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
403,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
409,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
418,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
422,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
423,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
424,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
425,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
428,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
429,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
430,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
432,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
434,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
435,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
436,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
437,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
438,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
439,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
441,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
442,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
443,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
444,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
445,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
446,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
447,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
448,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
449,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
452,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
453,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
454,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
456,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
457,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
458,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
461,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
464,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
465,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
466,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
467,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
468,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
471,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
473,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
474,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
475,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
476,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
477,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
479,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
480,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
483,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
484,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
485,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
487,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
488,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
489,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
491,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
492,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
493,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
494,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
497,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
499,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
502,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
503,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
504,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
506,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
507,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
508,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
510,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
511,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
513,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
514,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
515,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
517,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
520,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
521,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
523,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
524,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
526,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
528,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
529,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
530,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
532,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
533,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
534,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
535,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
536,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
539,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
543,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
546,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
547,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
550,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
552,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
553,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
554,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
555,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
557,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
558,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
559,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
560,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
562,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
565,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
567,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
568,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
571,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
572,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
573,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
574,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
575,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
576,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
577,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
578,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
579,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
581,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
584,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
585,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
587,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
589,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
590,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
591,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
592,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
593,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
594,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
595,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
597,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
599,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
600,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
601,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
603,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
604,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
605,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
606,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
622,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
640,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
646,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
647,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
651,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
652,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
653,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
654,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
656,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
657,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
658,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
659,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
660,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
661,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
662,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
663,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
664,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
665,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
666,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
667,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
668,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
669,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
