Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQL_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
324,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
339,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
377,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
385,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
387,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
389,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
407,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
410,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
434,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
437,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
438,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
444,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
445,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
446,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
447,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
448,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
449,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
453,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
454,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
458,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
459,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
460,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
461,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
462,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
463,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
464,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
465,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
466,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
467,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
468,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
469,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
470,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
471,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
472,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
473,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Forest
474,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
475,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
476,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
477,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
481,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
482,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
483,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
484,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
485,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
487,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
488,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
489,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
491,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
492,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
493,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
494,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
497,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
499,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
502,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
504,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
506,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
510,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
513,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
514,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
516,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
518,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
519,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
520,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
526,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
529,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
536,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
541,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
544,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
551,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
553,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
558,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
559,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
560,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
562,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
563,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
564,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
565,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
566,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
567,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
568,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
569,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
570,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
571,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
572,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
573,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
574,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
575,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
576,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
577,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
578,NULL,NULL,Water,NULL,Water,Cropland,Water,Grassland
579,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
580,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
581,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
582,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
583,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
584,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
585,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
586,NULL,NULL,Water,NULL,Water,Forest,NULL,Forest
587,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
588,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
589,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
590,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
591,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
592,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
593,NULL,NULL,Water,Water,Water,NULL,NULL,Water
594,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
595,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
596,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
597,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
598,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
599,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
600,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
601,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
602,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
603,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
604,NULL,NULL,Water,Water,Water,Water,NULL,Water
605,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
606,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
607,NULL,NULL,Water,Water,Water,Water,Water,Grassland
608,NULL,NULL,Water,Water,Water,Water,Water,Bareland
609,NULL,NULL,Water,Water,Water,Water,Water,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
611,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
613,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
643,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
646,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
654,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
656,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
660,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
668,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
669,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
670,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
671,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
672,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
673,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
