Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUU_M_R
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
339,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
342,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
343,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
344,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
345,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
346,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
349,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
350,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
352,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
353,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
354,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
355,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
356,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
357,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
358,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
359,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
360,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
361,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
362,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
363,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
364,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
365,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
366,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
367,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
368,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
369,NULL,Water,Water,NULL,Water,Bareland,Wetland,Wetland
370,NULL,Water,Water,Water,Water,Wetland,Grassland,Grassland
371,NULL,Water,Water,Water,Water,Bareland,Water,Wetland
372,NULL,Water,Water,Water,Water,Water,Water,Water
373,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
374,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
376,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
378,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
380,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
382,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
383,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
386,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
387,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
388,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
389,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
390,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
391,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
392,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
394,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
395,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
396,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
397,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
400,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
402,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
403,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
404,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
405,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
406,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
407,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
408,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
409,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
410,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
411,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
412,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
415,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
416,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
417,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
418,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
419,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
420,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
421,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
439,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
440,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
442,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
443,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
445,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
446,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
454,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
455,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
456,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
457,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
458,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
459,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
460,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
461,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
462,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
463,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
464,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
465,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
467,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
468,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
471,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
472,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
474,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
478,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
480,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
481,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
482,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
483,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
484,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
485,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
486,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
487,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
495,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
496,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
497,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
498,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
499,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
500,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
505,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
508,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
511,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
512,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
513,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
514,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
516,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
518,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
519,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
520,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
521,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
523,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
524,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
525,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
526,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
527,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
528,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
529,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
530,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
531,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
532,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
533,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
534,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
535,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
536,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
537,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
538,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
539,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
540,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
541,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
542,Wetland,NULL,Water,Water,Water,Water,Water,Water
543,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
544,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
545,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
546,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
547,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
548,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
549,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
550,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
551,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
552,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
553,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
554,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
555,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
556,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
557,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
558,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
559,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
560,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
561,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
562,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
563,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
564,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
565,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
566,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
567,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
568,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
569,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
570,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
571,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
572,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
573,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
574,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
575,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
576,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
577,Wetland,Water,Water,Water,Water,Wetland,Water,Water
578,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
579,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
580,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
581,Wetland,Water,Water,Water,Water,Bareland,Water,Water
582,Wetland,Water,Water,Water,Water,Water,Water,Wetland
583,Wetland,Water,Water,Water,Water,Water,Water,Water
584,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
585,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
588,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
589,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
590,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
591,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
592,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
595,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
596,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
597,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
598,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
599,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
600,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
601,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
602,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
603,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
604,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
605,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
607,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
609,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
610,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
611,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
612,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
613,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
614,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
615,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
616,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
617,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
618,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
619,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
620,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
621,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
622,Water,NULL,Water,NULL,Water,Bareland,Forest,Water
623,Water,NULL,Water,NULL,Water,Water,Water,Forest
624,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
625,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
626,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
627,Water,NULL,Water,Water,Water,Bareland,Water,Water
628,Water,NULL,Water,Water,Water,Water,Grassland,Water
629,Water,NULL,Water,Water,Water,Water,Water,Grassland
630,Water,NULL,Water,Water,Water,Water,Water,Wetland
631,Water,NULL,Water,Water,Water,Water,Water,Bareland
632,Water,NULL,Water,Water,Water,Water,Water,Water
633,Water,NULL,Water,Water,Water,Water,Water,Forest
634,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
635,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
636,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
637,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
638,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
639,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
640,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
641,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
642,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
643,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
644,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
645,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
646,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
647,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
648,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
649,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
650,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
651,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
652,Water,Wetland,Water,Water,Water,Wetland,Water,Water
653,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
654,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
655,Water,Wetland,Water,Water,Water,Water,Water,Grassland
656,Water,Wetland,Water,Water,Water,Water,Water,Wetland
657,Water,Wetland,Water,Water,Water,Water,Water,Water
658,Water,Wetland,Water,Water,Water,Water,Water,Forest
659,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
660,Water,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
661,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
662,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
663,Water,Bareland,Water,Water,Water,Grassland,Wetland,Water
664,Water,Bareland,Water,Water,Water,Grassland,Water,Water
665,Water,Bareland,Water,Water,Water,Wetland,Wetland,Water
666,Water,Bareland,Water,Water,Water,Wetland,Water,Water
667,Water,Bareland,Water,Water,Water,Water,Wetland,Water
668,Water,Bareland,Water,Water,Water,Water,Water,Water
669,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
670,Water,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
671,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
672,Water,Built-up,Water,Water,Water,Grassland,Water,Grassland
673,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
674,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
675,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
676,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
677,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
678,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
679,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
680,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
681,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
682,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
683,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
684,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
685,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
