Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTF_M_R
343,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
344,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
345,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
349,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
355,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
357,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
358,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
361,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
363,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
372,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
373,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
374,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
376,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
377,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
378,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
380,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
381,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
382,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
383,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
391,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
392,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
393,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
394,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
395,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
396,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
397,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
398,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
399,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
401,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
403,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
404,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
408,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
409,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
410,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
411,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
412,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
417,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
420,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
421,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
422,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
424,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
426,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
429,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
430,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
431,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
433,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
434,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
435,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
436,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
439,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
441,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
442,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
443,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
444,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
445,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
446,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
447,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
450,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
452,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
453,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
454,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
455,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
456,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
457,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
458,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
459,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
460,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
461,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
462,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
463,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
464,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
465,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
466,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
469,NULL,Water,Water,NULL,Water,NULL,NULL,Water
470,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
471,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
472,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
473,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
474,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
475,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
476,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
477,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
478,NULL,Water,Water,Water,Water,NULL,NULL,Water
479,NULL,Water,Water,Water,Water,NULL,NULL,Forest
480,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
481,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
483,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
484,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
487,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
489,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
490,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
492,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
493,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
494,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
499,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
500,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
501,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
502,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
503,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
506,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
508,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
510,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
515,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
516,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
517,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
518,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
519,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
520,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
521,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
522,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
523,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
524,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
525,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
527,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
528,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
529,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
530,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
531,NULL,Forest,Water,Water,Water,NULL,NULL,Water
532,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
533,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
534,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
536,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
537,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
538,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
539,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
541,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
542,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
543,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
544,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
545,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
546,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
548,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
554,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
559,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
560,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
561,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
563,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
569,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
570,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
571,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
572,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
573,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
574,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
576,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
577,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
578,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
579,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
580,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
581,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
582,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
584,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
588,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
589,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
590,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
591,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
592,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
596,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
597,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
603,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
606,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
607,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
609,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
610,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
611,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
612,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
615,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
620,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
621,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
622,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
625,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
626,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
627,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
629,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
630,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
631,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
632,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
633,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
634,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
635,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
636,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
637,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
639,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
640,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
643,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
646,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
647,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
654,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
658,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
659,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
662,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
665,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
666,Grassland,Water,Water,Water,Water,NULL,NULL,Water
667,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
669,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
670,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
671,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
672,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
677,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
681,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
682,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
683,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
684,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
685,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
686,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
687,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
688,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
691,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
692,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
693,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
694,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
