Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKE_M_R
1687,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1688,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1689,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1690,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1691,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1692,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1693,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1694,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1695,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1697,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1699,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1700,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1701,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1702,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1703,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1704,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1705,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1706,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1707,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1708,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1709,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1710,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1711,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1712,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1713,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1714,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1716,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1717,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1718,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1719,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1723,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1724,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1725,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1726,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1728,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1729,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1731,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1732,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1733,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1734,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1735,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1736,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1737,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1739,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1740,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1741,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1742,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1743,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1744,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1745,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1746,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1747,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1748,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1749,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1750,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1751,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1752,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1753,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1757,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1758,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1759,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1760,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1761,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1762,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1763,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1764,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1765,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1766,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1767,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1768,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1769,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1770,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1771,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1772,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1773,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1774,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1775,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1776,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1778,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1779,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1781,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1783,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1784,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1785,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1786,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1787,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1788,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1790,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1791,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1792,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1793,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1796,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1797,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1798,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1799,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1800,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1801,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1802,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1804,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1805,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1806,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1807,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1808,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1809,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1811,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1813,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1814,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1815,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1816,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1817,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1818,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1819,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1820,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1821,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1825,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1826,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1827,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1829,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1830,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1831,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1832,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1834,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1835,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1836,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1837,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1838,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1839,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
1840,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1841,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1842,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1843,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1844,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1845,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1846,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1847,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1848,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1849,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1850,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1851,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1852,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1853,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1854,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1856,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1857,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1858,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1862,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1864,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1866,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1867,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1868,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1869,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1870,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1871,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1873,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1874,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1875,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1877,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1879,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1880,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1882,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1883,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1884,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1886,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1887,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1888,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1889,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1891,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1892,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1893,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1894,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1895,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1897,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1898,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1899,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1900,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1901,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1903,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1904,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1905,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1907,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1909,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1910,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1912,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1913,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1914,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1915,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1916,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1917,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1919,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1920,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1921,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1922,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1923,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1924,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1925,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1926,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1927,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1928,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1929,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1930,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1931,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1934,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1935,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1937,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1938,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1939,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1940,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1941,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1942,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1943,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1945,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1946,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1947,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1948,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1949,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1950,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1951,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1952,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1953,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1954,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1955,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1956,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1960,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1961,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1962,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1963,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1964,Forest,Water,Water,Water,Water,NULL,NULL,Water
1965,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1966,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1967,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1969,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1970,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1971,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1972,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1974,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1975,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1976,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1977,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1978,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1980,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1981,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1982,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1983,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1984,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1986,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1987,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1988,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1990,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1991,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1995,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1996,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1997,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1998,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1999,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2000,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2001,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2002,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2003,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2004,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2005,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2006,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2007,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2008,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2009,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2010,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2011,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2012,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2014,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2016,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2018,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2019,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2020,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2021,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2022,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2023,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2024,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2025,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2026,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
