Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNA_M_R
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
363,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
364,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
365,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
366,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
367,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
368,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
369,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
370,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
371,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
372,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
373,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
374,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
375,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
376,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
379,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
380,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
381,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
382,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
383,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
384,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
386,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
387,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
388,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
389,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
390,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
391,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
397,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
401,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
403,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
405,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
407,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
408,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
409,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
410,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
411,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
413,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
414,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
415,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
416,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
417,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
418,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
419,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
420,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
421,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
422,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
423,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
424,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
426,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
427,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
429,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
430,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
431,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
432,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
434,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
435,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
436,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
438,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
439,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
441,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
442,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
443,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
444,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
445,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
446,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
447,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
448,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
449,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
450,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
451,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
452,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
453,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
454,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
455,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
456,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
457,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
458,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
459,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
460,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
461,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
462,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
463,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
464,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
465,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
466,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
467,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
468,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
469,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
470,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
471,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
472,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
473,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
474,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
475,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
476,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
477,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
478,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
479,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
480,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
481,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
482,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
487,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
488,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
489,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
490,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
491,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
492,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
493,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
494,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
495,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
496,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
497,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
498,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
499,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
500,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
502,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
503,NULL,Wetland,Water,NULL,Water,Wetland,Water,Water
504,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
505,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
506,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
507,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
508,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
509,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
510,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
511,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
512,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
513,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
514,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
515,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
516,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
517,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
518,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
519,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
520,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
523,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
524,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
525,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
526,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
527,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
528,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
529,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
530,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
531,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
532,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
533,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
534,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
536,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
537,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
538,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
539,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
540,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
542,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
544,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
545,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
546,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
547,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
548,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
549,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
550,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
551,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
552,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
553,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
554,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
555,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
556,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
557,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
558,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
559,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
561,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
562,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
563,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
564,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
565,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
567,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
568,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
569,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
570,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
571,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
572,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
573,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
574,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
575,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
576,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
577,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
578,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
579,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
580,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
581,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
582,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
583,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
586,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Forest
587,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
588,NULL,Built-up,NULL,Water,Non_Wetland,Water,Wetland,Grassland
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
649,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
651,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
652,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
653,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
654,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
655,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
656,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
657,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
658,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
659,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
660,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
661,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
662,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
663,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
664,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
665,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
666,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
667,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
