Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCF_M_R
330,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
332,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
334,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
339,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
348,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
350,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
351,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
353,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
355,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
356,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
357,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
358,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
370,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
371,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
373,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
374,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
376,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
377,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
378,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
379,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
381,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
382,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
383,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
384,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
385,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
386,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
387,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
388,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
389,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
390,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
391,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
392,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
393,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,Wetland,Water,NULL,Water,Bareland,Wetland,Bareland
395,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
396,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Water
397,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
398,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
399,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
400,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
401,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
403,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
404,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
405,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
406,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
407,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
408,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
411,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
412,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
413,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
414,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
417,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
418,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
421,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
422,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
423,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
424,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
425,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
426,NULL,Bareland,Water,Water,Water,Wetland,Bareland,Water
427,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
428,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
429,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
431,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
432,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
433,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
434,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
436,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
437,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
438,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
439,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
442,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
443,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
505,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
507,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
508,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
510,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
511,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
531,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
532,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
533,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
568,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
570,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
571,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
573,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
574,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
577,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
578,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
579,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
583,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
589,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
590,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
591,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
592,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
593,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
597,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
598,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
599,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
600,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
601,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
606,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
609,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
610,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
611,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
612,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
613,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
615,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
618,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
619,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
620,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
621,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
622,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
624,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
625,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
626,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
627,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
631,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
632,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
633,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
634,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
635,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
636,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
637,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
640,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
643,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
645,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
646,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
647,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
649,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
650,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
651,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
653,NULL,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
654,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
655,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
656,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
