Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLF_M_R
1452,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1453,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1454,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1455,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1456,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1457,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1458,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1460,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1463,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1464,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1465,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1466,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1467,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1468,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1469,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1470,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1471,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1472,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1473,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1474,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1475,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1476,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1477,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1478,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1479,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1480,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1481,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1482,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1483,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1484,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1485,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1486,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1487,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1488,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1489,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1490,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1491,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1492,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1493,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1494,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1495,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1496,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1497,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1498,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1499,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1500,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1501,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1502,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1503,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1504,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1505,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1506,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1507,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1508,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1509,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1510,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1511,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1512,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1513,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1514,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1515,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1516,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1517,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1518,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1519,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1520,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1521,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1522,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1523,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1524,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1525,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1526,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1527,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1528,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1529,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1530,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1531,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1532,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1533,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1534,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1535,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1537,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1538,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1539,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1540,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1541,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1542,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1543,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1544,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1545,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1546,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1547,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1548,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1549,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1550,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1551,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1552,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1553,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1554,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1555,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1556,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1557,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1558,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1559,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1560,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1561,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1562,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1563,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1564,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1565,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1566,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1567,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1568,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1569,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1570,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1571,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1572,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1573,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1574,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
1575,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
1576,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1577,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1578,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1579,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1580,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1581,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1582,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1583,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1585,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1586,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1587,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1588,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1589,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1590,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1591,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1592,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1593,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1594,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1595,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1596,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1597,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1598,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1599,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1600,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1601,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1602,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1603,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1604,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Forest
1605,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1606,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1607,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1608,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1609,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1610,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1611,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1612,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1613,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1614,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1615,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1616,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1617,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1618,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1619,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1620,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1621,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1622,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1623,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1624,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1625,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1626,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1627,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1628,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1629,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1630,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1631,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1632,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1633,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1634,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1635,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1636,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1637,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1638,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1639,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1640,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1641,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1642,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1643,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1644,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1645,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1646,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1647,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1648,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1649,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1650,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1651,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1652,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1653,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1654,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1655,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1656,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1657,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1658,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1659,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1660,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1661,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1662,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1663,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1664,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1665,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1666,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1667,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
1668,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1669,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1670,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1671,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1672,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1673,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1674,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1675,Forest,Water,Water,NULL,Water,NULL,Water,Water
1676,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1677,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1678,Forest,Water,Water,NULL,Water,Grassland,Wetland,Wetland
1679,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1680,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1681,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1682,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1683,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1684,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1685,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1686,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1687,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1688,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1689,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1690,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1691,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1692,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1693,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1694,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1695,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1696,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1697,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1698,Forest,Water,Water,NULL,Water,Water,Water,Water
1699,Forest,Water,Water,NULL,Water,Water,Water,Forest
1700,Forest,Water,Water,NULL,Water,Water,Forest,Water
1701,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1702,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1703,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1704,Forest,Water,Water,NULL,Water,Forest,Water,Water
1705,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1706,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1707,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1708,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1709,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
1710,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1711,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
1712,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1713,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1714,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1715,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1716,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1717,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1718,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1719,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1720,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1721,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1722,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1723,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1724,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1725,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1726,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1727,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1728,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1729,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1730,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1731,Forest,Water,Water,Water,Water,NULL,Water,Water
1732,Forest,Water,Water,Water,Water,NULL,Water,Forest
1733,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
1734,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1735,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1736,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1737,Forest,Water,Water,Water,Water,Grassland,Water,Water
1738,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1739,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1740,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
1741,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1742,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1743,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1744,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1745,Forest,Water,Water,Water,Water,Wetland,Water,Water
1746,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1747,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1748,Forest,Water,Water,Water,Water,Water,Wetland,Water
1749,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1750,Forest,Water,Water,Water,Water,Water,Water,Grassland
1751,Forest,Water,Water,Water,Water,Water,Water,Wetland
1752,Forest,Water,Water,Water,Water,Water,Water,Water
1753,Forest,Water,Water,Water,Water,Water,Water,Forest
1754,Forest,Water,Water,Water,Water,Water,Forest,Water
1755,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1756,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1757,Forest,Water,Water,Water,Water,Forest,Water,Forest
1758,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1759,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1760,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1761,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1762,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1763,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1764,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1765,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1766,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1767,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1768,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1769,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1770,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1771,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1772,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1773,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1774,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1775,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1776,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1777,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1778,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1779,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1780,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1781,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1782,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1783,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1784,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1785,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1786,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1787,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1788,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1789,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1790,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1791,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1792,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1793,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1794,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1795,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1796,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1797,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1798,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1799,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1800,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1801,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
1802,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1803,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1804,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1805,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1806,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1807,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1808,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1809,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1810,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1811,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1812,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1813,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1814,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1815,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1816,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1817,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1818,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1819,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
