Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQA_M_R
1539,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1540,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1541,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1542,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1543,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1544,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1545,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1546,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1547,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1548,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1549,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
1550,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1551,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1552,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1553,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1554,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1555,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1556,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
1557,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
1558,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1559,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1560,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1561,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1562,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1563,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
1564,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1565,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1566,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1567,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1568,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1569,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1570,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1571,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1572,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1573,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
1574,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1575,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1576,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1577,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1578,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Wetland
1579,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1581,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1582,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
1640,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1641,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1642,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1643,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1644,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1645,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1646,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1647,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1648,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1649,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1650,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1651,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1652,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1653,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Built-up
1654,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1655,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1656,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
1657,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1658,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Built-up
1659,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
1660,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1661,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1662,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1663,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1664,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1665,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1666,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1667,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1668,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Wetland
1669,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1670,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1671,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1672,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1673,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1674,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Wetland
1675,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
1676,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
1677,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
1678,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
1679,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
1680,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
1681,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
1682,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
1683,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Grassland
1684,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
1685,NULL,Built-up,Water,Water,Water,Wetland,Grassland,Grassland
1686,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
1687,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Forest
1688,NULL,Built-up,Water,Water,Water,Wetland,Water,Grassland
1689,NULL,Built-up,Water,Water,Water,Wetland,Water,Wetland
1690,NULL,Built-up,Water,Water,Water,Bareland,Water,Wetland
1691,NULL,Built-up,Water,Water,Water,Water,Wetland,Grassland
1692,NULL,Built-up,Water,Water,Water,Water,Water,Wetland
1693,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1694,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1695,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1696,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1697,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1699,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1701,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1702,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1703,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1704,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1709,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1710,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1711,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1712,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1713,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1714,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1715,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1716,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1717,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1718,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1719,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1720,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1721,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1722,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1723,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1724,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1725,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1726,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1727,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1728,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1729,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1730,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1731,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1732,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1733,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1734,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1735,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1736,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1737,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1738,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1739,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1740,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1741,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1742,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1743,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1744,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1745,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1746,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1747,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1748,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1749,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1750,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1751,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1752,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1753,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1754,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1755,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1756,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1757,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1758,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1759,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1760,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1761,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1762,NULL,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
1763,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1764,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1765,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1767,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1768,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1769,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1770,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1771,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1772,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1773,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1774,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1775,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1776,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1777,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1778,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1779,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1780,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1781,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1782,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1783,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1784,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1785,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1786,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1787,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1788,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1789,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1790,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1791,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1792,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1793,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1794,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1795,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1796,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1797,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1798,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1799,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1800,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1801,NULL,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1802,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1803,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1804,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1805,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1806,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1807,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1808,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1809,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1810,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1811,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1812,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1813,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1814,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1815,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1816,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1817,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1818,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1819,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1820,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1821,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1822,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1823,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1824,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1825,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1826,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1827,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1828,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1829,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1830,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1831,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1832,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1833,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1834,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1835,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1836,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1837,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1838,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1839,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1840,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1841,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1842,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1843,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1844,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1845,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1846,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1847,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1848,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1849,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1850,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
1851,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
1852,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
1853,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1854,NULL,Water,Water,Water,Water,Water,Water,Grassland
1855,NULL,Water,Water,Water,Water,Water,Water,Wetland
1856,NULL,Water,Water,Water,Water,Water,Water,Forest
1857,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1858,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1859,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1860,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1861,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1862,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1863,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1864,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1865,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1866,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1867,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1868,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1869,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
