Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWH_M_R
1397,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1398,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1399,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1400,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1402,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1403,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1404,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1405,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1406,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1407,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1408,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1409,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1410,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1411,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1412,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1413,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1414,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1415,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1416,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1417,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1418,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1419,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1420,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1421,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1422,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1423,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1424,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1427,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1428,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1429,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1430,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1431,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1432,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1433,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1434,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1435,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1437,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1438,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1439,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1441,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1444,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1445,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1446,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1447,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1448,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1451,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1452,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1456,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1457,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1459,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1460,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1461,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1462,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1463,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1464,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1465,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1466,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1469,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1472,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1473,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1474,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1475,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1476,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1477,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1478,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1481,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1482,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1483,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1484,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1485,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1486,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1487,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1488,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1489,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1490,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1491,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1492,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1493,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1494,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1495,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1496,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1497,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1498,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1499,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1501,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1504,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1505,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1506,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1507,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1508,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1509,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1511,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1512,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1513,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1514,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1515,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1516,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1517,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1518,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1519,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1520,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1521,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1522,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1523,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1524,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1525,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1526,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1532,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1533,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1536,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1538,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1539,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1540,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1541,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1542,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1544,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1545,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1547,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1548,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1549,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1550,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1551,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1552,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1553,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1554,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1555,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1557,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1558,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1559,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1560,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1561,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1565,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1566,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1567,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1568,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1569,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1570,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1571,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1572,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1575,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1576,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1577,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1579,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1580,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1581,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1582,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1583,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1584,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1585,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1586,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1588,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1590,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1591,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1592,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1593,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1594,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1595,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1597,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1598,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1599,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1600,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1602,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1603,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1606,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1607,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1608,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1609,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1610,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1611,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1612,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1613,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1614,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1615,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1616,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1617,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1619,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1620,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1621,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1622,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1623,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1625,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1627,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1628,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1629,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1631,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1632,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1633,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1634,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1635,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1636,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1637,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1638,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1640,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1641,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1642,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1643,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1644,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1645,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1646,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1647,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1648,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1649,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1650,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1652,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1654,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1655,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1656,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1657,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1658,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1659,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1660,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1661,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1662,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1663,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1664,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1665,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1666,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1667,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1668,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1669,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1671,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1672,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1673,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1675,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1676,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1677,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1678,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1680,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1681,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1682,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1684,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1686,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1688,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1689,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1691,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1692,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1695,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1696,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1698,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1699,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1700,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1701,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1702,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1703,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1705,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1706,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1707,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1709,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1710,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1711,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1712,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1713,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1714,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1715,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1718,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1719,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1721,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1722,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1723,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1725,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1726,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1727,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1729,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1730,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1731,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1732,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1733,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1734,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1735,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1736,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1737,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1738,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1739,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1740,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1741,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
